subject,exp_num,slope,modality
1,1,0.333151825602538,1
2,1,0.167713548478877,1
3,1,0.482272278831222,1
4,1,-0.0166162730759918,1
5,1,0.266486375311537,1
6,1,0.0171047461768696,1
7,1,-0.130199748051996,1
8,1,0.00041043404124977,1
9,1,0.000110783637206629,1
10,1,0.0838369136507666,1
11,1,0.222893688990386,1
12,1,0.0176763623541089,1
13,1,0.0109049554994631,1
14,1,-0.55743689343838,1
15,1,0.44998888569624,1
16,1,0.633339127806818,1
17,1,0.0164099280752073,1
18,1,1.34371102654664e-17,1
19,1,0.396512145467423,1
20,1,0.271315717600541,1
21,1,0.133282423891487,1
22,1,-0.233385035289356,1
23,1,0.0700416145422374,1
24,1,0.0197686806890285,1
25,1,1.43329176164975e-16,1
26,1,0.884402190472957,1
27,1,-0.0360073293726472,1
28,1,0.116726074374224,1
29,1,0.349808185692957,1
30,1,0.54983888334449,1
31,1,0.150145082808037,1
32,1,0.232133723204965,1
33,1,-0.0167354877064121,1
34,1,0.0197686806890285,1
35,1,1.43329176164975e-16,1
36,1,0.266643004179702,1
37,1,0.822520865400871,1
38,1,-0.0666679208747587,1
39,1,0.0481024417806806,1
40,1,0.133160136430109,1
41,1,-0.241473034950644,1
42,1,0.845334234970541,1
43,1,0.449142091078303,1
44,1,-1.45403651512184e-06,1
45,1,1.03734238262753,1
46,1,0.0998830856827768,1
47,1,1.64204821333384,1
48,1,0.29999014285678,1
49,1,0.0666268690362625,1
50,1,0.0500669651087079,1
51,1,0.724749647949869,1
52,1,-0.182639085512076,1
53,1,-0.116422611527484,1
54,1,0.366382757047339,1
55,1,2.14993764247463e-16,1
56,1,0.828358091579856,1
57,1,-0.016509265399086,1
58,1,0.733517659312341,1
59,1,0.229217714463232,1
60,1,1.43329176164975e-16,1
61,1,1.63231103866657,1
62,1,-0.033474189917607,1
63,1,1.34822658431213,1
64,1,-0.162286291214108,1
65,1,0.090273900952491,1
66,1,0.333175689693983,1
67,1,0.0666644161484386,1
68,1,1.43329176164975e-16,1
69,1,0.103270399818019,1
70,1,0.496957191752293,1
71,1,0.202350084693625,1
72,1,-0.0653831320383555,1
73,1,-0.000407518902546427,1
74,1,0.133160136430109,1
75,1,0.115539359951932,1
76,1,2.14993764247463e-16,1
77,2,0.333059332500985,1
78,2,0.332586503963389,1
79,2,0.699796138134871,1
80,2,0.0164099280752073,1
81,2,-0.0664567373567614,1
82,2,0.0496434594745579,1
83,2,0.0751768944946581,1
84,2,-0.116874187304805,1
85,2,-0.162116084335018,1
86,2,-0.371897573263135,1
87,2,-0.01662478064748,1
88,2,0.160275093996946,1
89,2,-0.0664567373567614,1
90,2,0.166823791733096,1
91,2,1.0135975780034,1
92,2,-0.0326444208756881,1
93,2,-0.0331652915243542,1
94,2,0.0114962488261637,1
95,2,0.516471004595423,1
96,2,0.615460815605461,1
97,2,-5.2829260563424e-07,1
98,2,-0.0166875503363037,1
99,2,0.332956359404012,1
100,2,0.0665911496432846,1
101,2,-0.0499458242749617,1
102,2,0.216585646429722,1
103,2,-0.149761990577957,1
104,2,0.233565570259277,1
105,2,1.43329176164975e-16,1
106,2,0.433513133595249,1
107,2,1.43329176164975e-16,1
108,2,-0.499670058034723,1
109,2,0.0333602448284316,1
110,2,0.549971095536182,1
111,2,0.582098181410527,1
112,2,1.43329176164975e-16,1
113,2,0.583030666879157,1
114,2,0.232570132785477,1
115,2,0.11669596557345,1
