,sub,prolific_id,elic,p1,p2,rtime,out,cfout,cho,corr,10,trial,cond,cont1,cont2,15,16,17,rew,sess,op1,op2,ev1,ev2,catch,25,26,dist,plot,dbtime
7362,9055610813.0,,0.0,0.9,0.3,669.0,-1.0,-1.0,2.0,0.0,1.0,6.0,-1.0,9.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.4,0.0,0.0,286022.0,-1.0,0.0,
7363,5110469889.0,,-1.0,0.8,0.2,3762.0,1.0,-1.0,1.0,1.0,1.0,93.0,1.0,8.0,2.0,4.0,3.0,1.0,8.0,0.0,3.0,4.0,0.6,-0.6,-1.0,1.0,946121.0,0.0,0.0,
7364,7392939566.0,,-1.0,0.7,0.3,617.0,-1.0,-1.0,2.0,0.0,0.0,4.0,2.0,-1.0,-1.0,5.0,3.0,-1.0,0.0,-1.0,3.0,5.0,0.4,-0.4,-1.0,1.0,186328.0,0.0,0.0,
7365,4195685694.0,,0.0,0.9,0.3,1495.0,1.0,-1.0,1.0,1.0,1.0,2.0,-1.0,9.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.4,0.0,1.0,173758.0,-1.0,0.0,
7366,3418277524.0,,-1.0,0.7,0.3,830.0,1.0,-1.0,1.0,1.0,1.0,38.0,2.0,7.0,3.0,3.0,7.0,1.0,11.0,0.0,7.0,3.0,0.4,-0.4,-1.0,1.0,443669.0,0.0,0.0,
7367,2683683758.0,,0.0,0.1,0.0,1117.0,1.0,-1.0,1.0,1.0,1.0,27.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,-0.8,-1.0,0.0,1.0,988423.0,-1.0,0.0,
7368,8364843592.0,,0.0,0.8,0.3,1288.0,-1.0,1.0,2.0,0.0,1.0,2.0,-1.0,8.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.4,0.0,0.0,196949.0,-1.0,0.0,
7369,9679844530.0,,-1.0,0.8,0.2,485.0,1.0,-1.0,1.0,1.0,1.0,61.0,1.0,8.0,2.0,2.0,11.0,1.0,16.0,0.0,11.0,2.0,0.6,-0.6,-1.0,1.0,597062.0,0.0,0.0,
7370,1138883564.0,,-1.0,0.7,0.3,1807.0,-1.0,-1.0,1.0,1.0,1.0,4.0,2.0,7.0,3.0,2.0,8.0,-1.0,1.0,0.0,2.0,8.0,0.4,-0.4,-1.0,0.0,462833.0,0.0,0.0,
7371,8563077791.0,,0.0,0.6,0.2,2484.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,6.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.2,-0.6,0.0,1.0,211377.0,-1.0,0.0,
7372,5800504404.0,,-1.0,0.6,0.4,1016.0,-1.0,-1.0,2.0,0.0,1.0,106.0,3.0,6.0,4.0,8.0,13.0,-1.0,35.0,0.0,13.0,8.0,0.2,-0.2,-1.0,1.0,707972.0,0.0,0.0,
7373,9055610813.0,,0.0,0.2,0.3,787.0,1.0,-1.0,2.0,1.0,1.0,7.0,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.4,0.0,0.0,289215.0,-1.0,0.0,
7374,7314120567.0,,-1.0,0.7,0.3,1681.0,1.0,1.0,2.0,0.0,1.0,8.0,2.0,7.0,3.0,4.0,1.0,-1.0,1.0,0.0,1.0,4.0,0.4,-0.4,-1.0,1.0,433277.0,0.0,0.0,
7375,7392939566.0,,-1.0,0.6,0.4,493.0,1.0,-1.0,1.0,1.0,0.0,5.0,3.0,-1.0,-1.0,6.0,2.0,-1.0,0.0,-1.0,6.0,2.0,0.2,-0.2,-1.0,0.0,189464.0,0.0,0.0,
7376,3418277524.0,,-1.0,0.6,0.4,680.0,1.0,-1.0,1.0,1.0,1.0,39.0,3.0,6.0,4.0,9.0,11.0,-1.0,12.0,0.0,9.0,11.0,0.2,-0.2,-1.0,0.0,447032.0,0.0,0.0,
7377,1959627339.0,,-1.0,0.7,0.3,5447.0,-1.0,1.0,2.0,0.0,1.0,91.0,2.0,7.0,3.0,2.0,4.0,-1.0,10.0,0.0,4.0,2.0,0.4,-0.4,-1.0,1.0,580149.0,0.0,0.0,
7378,5110469889.0,,-1.0,0.7,0.3,1305.0,1.0,1.0,2.0,0.0,1.0,94.0,2.0,7.0,3.0,1.0,5.0,1.0,9.0,0.0,1.0,5.0,0.4,-0.4,-1.0,0.0,952389.0,0.0,0.0,
7379,9679844530.0,,-1.0,0.7,0.3,514.0,1.0,-1.0,2.0,0.0,1.0,62.0,2.0,7.0,3.0,13.0,3.0,1.0,17.0,0.0,13.0,3.0,0.4,-0.4,-1.0,0.0,600055.0,0.0,0.0,
7380,4195685694.0,,0.0,0.4,0.1,1598.0,-1.0,-1.0,2.0,0.0,1.0,3.0,-1.0,4.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.2,-0.8,0.0,1.0,177759.0,-1.0,0.0,
7381,2683683758.0,,0.0,0.9,0.2,1317.0,-1.0,1.0,2.0,0.0,1.0,28.0,-1.0,9.0,2.0,-1.0,-1.0,1.0,-3.0,0.0,-1.0,-1.0,0.8,-0.6,0.0,0.0,992053.0,-1.0,0.0,
7382,7279099150.0,,-1.0,0.6,0.4,4616.0,-1.0,-1.0,2.0,0.0,1.0,23.0,3.0,6.0,4.0,8.0,2.0,1.0,-6.0,0.0,8.0,2.0,0.2,-0.2,-1.0,0.0,622884.0,0.0,0.0,
7383,8364843592.0,,0.0,0.9,0.1,1121.0,-1.0,1.0,2.0,0.0,1.0,3.0,-1.0,9.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.8,0.0,0.0,200740.0,-1.0,0.0,
7384,8563077791.0,,0.0,0.6,0.3,911.0,1.0,-1.0,2.0,0.0,1.0,2.0,-1.0,6.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.2,-0.4,0.0,1.0,216366.0,-1.0,0.0,
7385,5800504404.0,,-1.0,0.6,0.4,733.0,-1.0,1.0,2.0,0.0,1.0,107.0,3.0,6.0,4.0,8.0,13.0,-1.0,34.0,0.0,13.0,8.0,0.2,-0.2,-1.0,1.0,711500.0,0.0,0.0,
7386,1138883564.0,,-1.0,0.8,0.2,1429.0,-1.0,-1.0,2.0,0.0,1.0,5.0,1.0,8.0,2.0,11.0,15.0,1.0,0.0,0.0,11.0,15.0,0.6,-0.6,-1.0,0.0,467154.0,0.0,0.0,
7387,7392939566.0,,-1.0,0.8,0.2,804.0,1.0,-1.0,2.0,0.0,0.0,6.0,1.0,-1.0,-1.0,7.0,8.0,-1.0,0.0,-1.0,8.0,7.0,0.6,-0.6,-1.0,1.0,192488.0,0.0,0.0,
7388,9055610813.0,,0.0,0.4,0.3,1329.0,-1.0,-1.0,2.0,0.0,1.0,8.0,-1.0,4.0,3.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.2,-0.4,0.0,0.0,292510.0,-1.0,0.0,
7389,1959627339.0,,-1.0,0.9,0.1,981.0,1.0,-1.0,1.0,1.0,1.0,92.0,0.0,9.0,1.0,10.0,11.0,1.0,11.0,0.0,11.0,10.0,0.8,-0.8,-1.0,1.0,588099.0,0.0,0.0,
7390,5110469889.0,,-1.0,0.6,0.4,822.0,1.0,-1.0,2.0,0.0,1.0,95.0,3.0,6.0,4.0,9.0,8.0,1.0,10.0,0.0,9.0,8.0,0.2,-0.2,-1.0,0.0,956201.0,0.0,0.0,
7391,7314120567.0,,-1.0,0.9,0.1,1561.0,-1.0,1.0,2.0,0.0,1.0,9.0,0.0,9.0,1.0,16.0,12.0,-1.0,0.0,0.0,12.0,16.0,0.8,-0.8,-1.0,1.0,437463.0,0.0,0.0,
7392,9679844530.0,,-1.0,0.6,0.4,510.0,-1.0,1.0,2.0,0.0,1.0,63.0,3.0,6.0,4.0,15.0,7.0,1.0,16.0,0.0,15.0,7.0,0.2,-0.2,-1.0,0.0,603074.0,0.0,0.0,
