,sub,prolific_id,elic,p1,p2,rtime,out,cfout,cho,corr,10,trial,cond,cont1,cont2,15,16,17,rew,sess,op1,op2,ev1,ev2,catch,25,26,dist,plot,dbtime
25036,6684258137.0,,0.0,0.2,0.1,1614.0,1.0,-1.0,2.0,0.0,1.0,40.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,27.0,0.0,-1.0,-1.0,-0.6,-0.8,0.0,0.0,1283621.0,-1.0,0.0,
25037,2153297900.0,,0.0,0.9,0.6,932.0,1.0,1.0,1.0,1.0,1.0,25.0,-1.0,9.0,6.0,-1.0,-1.0,-1.0,50.0,0.0,-1.0,-1.0,0.8,0.2,0.0,0.0,1907741.0,-1.0,0.0,
25038,6044027441.0,,0.0,0.7,0.3,13806.0,1.0,-1.0,1.0,1.0,1.0,71.0,-1.0,7.0,3.0,-1.0,-1.0,1.0,26.0,0.0,-1.0,-1.0,0.4,-0.4,1.0,1.0,1518868.0,-1.0,0.0,
25039,8275437446.0,,0.0,0.9,0.4,153250.0,1.0,1.0,1.0,1.0,1.0,72.0,-1.0,9.0,4.0,-1.0,-1.0,1.0,11.0,0.0,-1.0,-1.0,0.8,-0.2,0.0,1.0,3535159.0,-1.0,0.0,
25040,8571345777.0,,0.0,0.2,0.4,995.0,1.0,-1.0,1.0,0.0,1.0,65.0,-1.0,2.0,4.0,-1.0,-1.0,1.0,64.0,0.0,-1.0,-1.0,-0.6,-0.2,0.0,1.0,1457070.0,-1.0,0.0,
25041,6617780109.0,,0.0,0.4,0.0,2710.0,-1.0,-1.0,1.0,1.0,1.0,90.0,-1.0,4.0,0.0,-1.0,-1.0,1.0,31.0,0.0,-1.0,-1.0,-0.2,-1.0,0.0,1.0,1556149.0,-1.0,0.0,
25042,2153297900.0,,0.0,0.9,0.4,1065.0,1.0,-1.0,1.0,1.0,1.0,26.0,-1.0,9.0,4.0,-1.0,-1.0,-1.0,51.0,0.0,-1.0,-1.0,0.8,-0.2,0.0,0.0,1911175.0,-1.0,0.0,
25043,6684258137.0,,0.0,0.2,0.8,1593.0,1.0,1.0,2.0,1.0,1.0,41.0,-1.0,2.0,8.0,-1.0,-1.0,1.0,28.0,0.0,-1.0,-1.0,-0.6,0.6,0.0,0.0,1287740.0,-1.0,0.0,
25044,8571345777.0,,0.0,0.2,0.3,726.0,1.0,-1.0,1.0,0.0,1.0,66.0,-1.0,2.0,3.0,-1.0,-1.0,1.0,65.0,0.0,-1.0,-1.0,-0.6,-0.4,0.0,1.0,1460572.0,-1.0,0.0,
25045,6617780109.0,,0.0,0.4,0.2,923.0,-1.0,-1.0,1.0,1.0,1.0,91.0,-1.0,4.0,2.0,-1.0,-1.0,-1.0,30.0,0.0,-1.0,-1.0,-0.2,-0.6,0.0,0.0,1561414.0,-1.0,0.0,
25046,6044027441.0,,0.0,0.7,0.3,3460.0,1.0,-1.0,2.0,0.0,1.0,72.0,-1.0,7.0,3.0,-1.0,-1.0,-1.0,27.0,0.0,-1.0,-1.0,0.4,-0.4,0.0,1.0,1535198.0,-1.0,0.0,
25047,2153297900.0,,0.0,0.9,1.0,882.0,1.0,1.0,2.0,1.0,1.0,27.0,-1.0,9.0,10.0,-1.0,-1.0,-1.0,52.0,0.0,-1.0,-1.0,0.8,1.0,0.0,1.0,1914742.0,-1.0,0.0,
25048,8571345777.0,,0.0,0.2,0.9,808.0,1.0,-1.0,2.0,1.0,1.0,67.0,-1.0,2.0,9.0,-1.0,-1.0,1.0,66.0,0.0,-1.0,-1.0,-0.6,0.8,0.0,0.0,1463807.0,-1.0,0.0,
25049,6044027441.0,,0.0,0.7,0.2,133.0,1.0,-1.0,2.0,0.0,1.0,73.0,-1.0,7.0,2.0,-1.0,-1.0,1.0,28.0,0.0,-1.0,-1.0,0.4,-0.6,0.0,0.0,1541174.0,-1.0,0.0,
25050,6684258137.0,,0.0,0.2,0.0,3986.0,-1.0,-1.0,1.0,1.0,1.0,42.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,27.0,0.0,-1.0,-1.0,-0.6,-1.0,0.0,0.0,1291837.0,-1.0,0.0,
25051,6617780109.0,,0.0,0.4,0.5,1220.0,-1.0,-1.0,2.0,1.0,1.0,92.0,-1.0,4.0,5.0,-1.0,-1.0,-1.0,29.0,0.0,-1.0,-1.0,-0.2,0.0,0.0,1.0,1564887.0,-1.0,0.0,
25052,2153297900.0,,0.0,0.9,0.9,2796.0,1.0,1.0,2.0,1.0,1.0,28.0,-1.0,9.0,9.0,-1.0,-1.0,1.0,53.0,0.0,-1.0,-1.0,0.8,0.8,0.0,0.0,1918125.0,-1.0,0.0,
25053,6044027441.0,,0.0,0.7,0.0,298.0,-1.0,1.0,2.0,0.0,1.0,74.0,-1.0,7.0,0.0,-1.0,-1.0,1.0,27.0,0.0,-1.0,-1.0,0.4,-1.0,0.0,0.0,1543839.0,-1.0,0.0,
25054,8571345777.0,,0.0,0.2,0.6,2117.0,1.0,-1.0,2.0,1.0,1.0,68.0,-1.0,2.0,6.0,-1.0,-1.0,-1.0,67.0,0.0,-1.0,-1.0,-0.6,0.2,0.0,1.0,1467127.0,-1.0,0.0,
25055,6617780109.0,,0.0,0.4,0.6,864.0,1.0,1.0,2.0,1.0,1.0,93.0,-1.0,4.0,6.0,-1.0,-1.0,1.0,30.0,0.0,-1.0,-1.0,-0.2,0.2,0.0,0.0,1568661.0,-1.0,0.0,
25056,6684258137.0,,0.0,0.2,0.5,2198.0,1.0,-1.0,2.0,1.0,1.0,43.0,-1.0,2.0,5.0,-1.0,-1.0,1.0,28.0,0.0,-1.0,-1.0,-0.6,0.0,0.0,0.0,1298327.0,-1.0,0.0,
25057,6044027441.0,,0.0,0.7,0.7,79.0,1.0,-1.0,1.0,1.0,1.0,75.0,-1.0,7.0,7.0,-1.0,-1.0,1.0,28.0,0.0,-1.0,-1.0,0.4,0.4,0.0,1.0,1546658.0,-1.0,0.0,
25058,2153297900.0,,0.0,0.9,0.3,1219.0,1.0,-1.0,1.0,1.0,1.0,29.0,-1.0,9.0,3.0,-1.0,-1.0,1.0,54.0,0.0,-1.0,-1.0,0.8,-0.4,0.0,1.0,1923424.0,-1.0,0.0,
25059,8571345777.0,,0.0,0.2,0.1,742.0,1.0,-1.0,1.0,1.0,1.0,69.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,68.0,0.0,-1.0,-1.0,-0.6,-0.8,0.0,1.0,1471753.0,-1.0,0.0,
25060,6617780109.0,,0.0,0.4,0.4,1070.0,1.0,-1.0,1.0,1.0,1.0,94.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,31.0,0.0,-1.0,-1.0,-0.2,-0.2,0.0,0.0,1572074.0,-1.0,0.0,
25061,6044027441.0,,0.0,0.7,0.8,1254.0,1.0,-1.0,1.0,0.0,1.0,76.0,-1.0,7.0,8.0,-1.0,-1.0,-1.0,29.0,0.0,-1.0,-1.0,0.4,0.6,0.0,0.0,1549258.0,-1.0,0.0,
25062,2153297900.0,,0.0,0.9,0.0,1536.0,1.0,-1.0,1.0,1.0,1.0,30.0,-1.0,9.0,0.0,-1.0,-1.0,-1.0,55.0,0.0,-1.0,-1.0,0.8,-1.0,0.0,0.0,1927145.0,-1.0,0.0,
25063,8571345777.0,,0.0,0.2,0.5,887.0,-1.0,1.0,1.0,0.0,1.0,70.0,-1.0,2.0,5.0,-1.0,-1.0,1.0,67.0,0.0,-1.0,-1.0,-0.6,0.0,0.0,1.0,1475008.0,-1.0,0.0,
25064,6617780109.0,,0.0,0.6,0.4,858.0,1.0,-1.0,1.0,1.0,1.0,95.0,-1.0,6.0,4.0,-1.0,-1.0,1.0,32.0,0.0,-1.0,-1.0,0.2,-0.2,1.0,1.0,1575697.0,-1.0,0.0,
25065,6044027441.0,,0.0,0.7,0.1,170.0,-1.0,1.0,2.0,0.0,1.0,77.0,-1.0,7.0,1.0,-1.0,-1.0,1.0,28.0,0.0,-1.0,-1.0,0.4,-0.8,0.0,0.0,1553032.0,-1.0,0.0,
25066,7600874000.0,,0.0,0.6,0.2,125788.0,-1.0,-1.0,1.0,1.0,1.0,32.0,-1.0,6.0,2.0,-1.0,-1.0,-1.0,35.0,0.0,-1.0,-1.0,0.2,-0.6,0.0,0.0,1278713.0,-1.0,0.0,
25067,2153297900.0,,0.0,0.9,0.1,849.0,1.0,-1.0,1.0,1.0,1.0,31.0,-1.0,9.0,1.0,-1.0,-1.0,-1.0,56.0,0.0,-1.0,-1.0,0.8,-0.8,0.0,0.0,1931183.0,-1.0,0.0,
25068,8571345777.0,,0.0,0.9,0.1,774.0,1.0,1.0,1.0,1.0,1.0,71.0,-1.0,9.0,1.0,-1.0,-1.0,-1.0,68.0,0.0,-1.0,-1.0,0.8,-0.8,1.0,0.0,1478406.0,-1.0,0.0,
25069,6044027441.0,,0.0,0.7,0.5,1918.0,-1.0,-1.0,1.0,1.0,1.0,78.0,-1.0,7.0,5.0,-1.0,-1.0,1.0,27.0,0.0,-1.0,-1.0,0.4,0.0,0.0,1.0,1555727.0,-1.0,0.0,
25070,6684258137.0,,0.0,0.2,0.9,8947.0,1.0,-1.0,2.0,1.0,1.0,44.0,-1.0,2.0,9.0,-1.0,-1.0,-1.0,29.0,0.0,-1.0,-1.0,-0.6,0.8,0.0,1.0,1303028.0,-1.0,0.0,
25071,8571345777.0,,0.0,0.6,0.7,858.0,-1.0,-1.0,2.0,1.0,1.0,72.0,-1.0,6.0,7.0,-1.0,-1.0,-1.0,67.0,0.0,-1.0,-1.0,0.2,0.4,0.0,1.0,1481690.0,-1.0,0.0,
25072,2153297900.0,,0.0,0.9,0.8,1536.0,1.0,1.0,2.0,0.0,1.0,32.0,-1.0,9.0,8.0,-1.0,-1.0,-1.0,57.0,0.0,-1.0,-1.0,0.8,0.6,0.0,1.0,1934533.0,-1.0,0.0,
25073,7600874000.0,,0.0,0.6,0.8,1484.0,-1.0,1.0,2.0,1.0,1.0,33.0,-1.0,6.0,8.0,-1.0,-1.0,-1.0,34.0,0.0,-1.0,-1.0,0.2,0.6,0.0,1.0,1409375.0,-1.0,0.0,
25074,6044027441.0,,0.0,0.7,1.0,1087.0,1.0,1.0,1.0,0.0,1.0,79.0,-1.0,7.0,10.0,-1.0,-1.0,-1.0,28.0,0.0,-1.0,-1.0,0.4,1.0,0.0,0.0,1560172.0,-1.0,0.0,
25075,6684258137.0,,0.0,0.2,1.0,1777.0,1.0,-1.0,2.0,1.0,1.0,45.0,-1.0,2.0,10.0,-1.0,-1.0,-1.0,30.0,0.0,-1.0,-1.0,-0.6,1.0,0.0,1.0,1314480.0,-1.0,0.0,
25076,2153297900.0,,0.0,0.9,0.7,1015.0,1.0,1.0,1.0,1.0,1.0,33.0,-1.0,9.0,7.0,-1.0,-1.0,1.0,58.0,0.0,-1.0,-1.0,0.8,0.4,0.0,1.0,1938571.0,-1.0,0.0,
25077,8571345777.0,,0.0,0.6,0.4,1854.0,-1.0,-1.0,1.0,1.0,1.0,73.0,-1.0,6.0,4.0,-1.0,-1.0,-1.0,66.0,0.0,-1.0,-1.0,0.2,-0.2,0.0,0.0,1485058.0,-1.0,0.0,
