,sub_id,phase,p1,p2,rtime,out,cfout,cho,corr,trial,cond,chose_right,rew,sess,op1,op2,ev1,ev2,catch,reversed
12392,9441882800.0,ES,0.1,0.1,1084.0,-1.0,1.0,2.0,1.0,7.0,-1.0,1.0,0.0,-1.0,E,S,-0.8,-0.8,0.0,0.0
12393,9248796743.0,LE,0.8,0.2,1841.0,-1.0,1.0,1.0,1.0,112.0,1.0,1.0,15.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12394,8364843592.0,ES,0.3,1.0,1212.0,1.0,-1.0,2.0,1.0,1.0,-1.0,1.0,6.0,0.0,E,S,-0.4,1.0,0.0,0.0
12395,7104580604.0,LE,0.9,0.1,546.0,-1.0,-1.0,2.0,0.0,9.0,0.0,-1.0,0.0,-1.0,E,E,0.8,-0.8,-1.0,1.0
12396,324224518.0,LE,0.9,0.1,2454.0,1.0,-1.0,1.0,1.0,43.0,0.0,1.0,2.0,0.0,E,E,0.8,-0.8,-1.0,1.0
12397,5956827432.0,LE,0.8,0.2,6265.0,-1.0,-1.0,2.0,0.0,1.0,1.0,1.0,0.0,-1.0,E,E,0.6,-0.6,-1.0,0.0
12398,7392939566.0,ES,0.9,0.1,956.0,-1.0,-1.0,1.0,1.0,18.0,-1.0,-1.0,31.0,0.0,E,S,0.8,-0.8,1.0,0.0
12399,8526863004.0,SP,0.8,0.0,16548.0,-1.0,-1.0,20.0,0.0,6.0,-1.0,-1.0,18.0,0.0,-1.0,-1.0,0.6,-1.0,0.0,0.0
12400,7314120567.0,ES,0.9,0.1,593.0,1.0,-1.0,1.0,1.0,76.0,-1.0,-1.0,47.0,0.0,E,S,0.8,-0.8,1.0,0.0
12401,9055610813.0,SP,0.7,0.0,1709.0,1.0,-1.0,60.0,0.0,4.0,-1.0,-1.0,44.0,0.0,-1.0,-1.0,0.4,-1.0,0.0,0.0
12402,5176462016.0,ES,0.7,0.0,3091.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,E,S,0.4,-1.0,0.0,0.0
12403,4107326272.0,ES,0.8,0.2,1417.0,1.0,1.0,1.0,1.0,6.0,-1.0,1.0,53.0,0.0,E,S,0.6,-0.6,1.0,1.0
12404,7370032445.0,LE,0.6,0.4,4228.0,1.0,1.0,2.0,0.0,23.0,3.0,-1.0,10.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12405,6797519189.0,LE,0.7,0.3,1312.0,1.0,-1.0,1.0,1.0,8.0,2.0,-1.0,0.0,-1.0,E,E,0.4,-0.4,-1.0,0.0
12406,4195685694.0,ES,0.7,0.1,1075.0,1.0,-1.0,1.0,1.0,22.0,-1.0,1.0,35.0,0.0,E,S,0.4,-0.8,0.0,1.0
12407,5158128055.0,LE,0.6,0.4,984.0,-1.0,1.0,1.0,1.0,29.0,3.0,1.0,8.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12408,192489031.0,LE,0.6,0.4,726.0,-1.0,-1.0,2.0,0.0,6.0,3.0,1.0,0.0,-1.0,E,E,0.2,-0.2,-1.0,0.0
12409,6205914374.0,LE,0.8,0.2,2810.0,-1.0,-1.0,2.0,0.0,5.0,1.0,-1.0,0.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12410,2905075007.0,LE,0.7,0.3,488.0,-1.0,1.0,2.0,0.0,54.0,2.0,-1.0,5.0,0.0,E,E,0.4,-0.4,-1.0,1.0
12411,7583986696.0,LE,0.8,0.2,625.0,-1.0,-1.0,2.0,0.0,42.0,1.0,1.0,1.0,0.0,E,E,0.6,-0.6,-1.0,0.0
12412,65445405.0,LE,0.7,0.3,1230.0,1.0,-1.0,1.0,1.0,86.0,2.0,-1.0,5.0,0.0,E,E,0.4,-0.4,-1.0,0.0
12413,7797973590.0,SP,0.7,0.0,3874.0,1.0,-1.0,50.0,0.0,4.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.4,-1.0,0.0,0.0
12414,4291253057.0,ES,0.4,0.0,1415.0,-1.0,1.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,E,S,-0.2,-1.0,0.0,1.0
12415,4785418942.0,LE,0.9,0.1,1321.0,1.0,-1.0,1.0,1.0,81.0,0.0,-1.0,8.0,0.0,E,E,0.8,-0.8,-1.0,0.0
12416,6420511519.0,LE,0.8,0.2,1556.0,1.0,-1.0,1.0,1.0,20.0,1.0,-1.0,3.0,0.0,E,E,0.6,-0.6,-1.0,0.0
12417,9993589139.0,LE,0.8,0.2,607.0,-1.0,1.0,2.0,0.0,116.0,1.0,-1.0,-11.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12418,8563077791.0,ES,0.8,0.4,1285.0,1.0,-1.0,2.0,0.0,39.0,-1.0,-1.0,-16.0,0.0,E,S,0.6,-0.2,0.0,1.0
12419,7202981021.0,LE,0.6,0.4,1694.0,-1.0,-1.0,2.0,0.0,0.0,3.0,-1.0,-1.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12420,3518719767.0,ES,0.2,0.5,1002.0,-1.0,-1.0,2.0,1.0,5.0,-1.0,-1.0,46.0,0.0,E,S,-0.6,0.0,0.0,1.0
12421,9248796743.0,LE,0.6,0.4,787.0,-1.0,1.0,2.0,0.0,113.0,3.0,1.0,14.0,0.0,E,E,0.2,-0.2,-1.0,0.0
12422,7104580604.0,LE,0.7,0.3,717.0,1.0,-1.0,2.0,0.0,10.0,2.0,1.0,0.0,-1.0,E,E,0.4,-0.4,-1.0,0.0
12423,9441882800.0,ES,0.7,0.3,1103.0,1.0,-1.0,1.0,1.0,8.0,-1.0,-1.0,0.0,-1.0,E,S,0.4,-0.4,1.0,0.0
12424,9273359932.0,LE,0.8,0.2,3080.0,1.0,1.0,1.0,1.0,45.0,1.0,1.0,18.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12425,7392939566.0,ES,0.6,0.0,878.0,-1.0,-1.0,1.0,1.0,19.0,-1.0,-1.0,30.0,0.0,E,S,0.2,-1.0,0.0,0.0
12426,4107326272.0,ES,0.4,0.7,734.0,1.0,-1.0,2.0,1.0,7.0,-1.0,-1.0,54.0,0.0,E,S,-0.2,0.4,0.0,1.0
12427,7314120567.0,ES,0.2,0.2,1107.0,1.0,-1.0,1.0,1.0,77.0,-1.0,1.0,48.0,0.0,E,S,-0.6,-0.6,0.0,1.0
12428,9055610813.0,SP,0.9,0.0,2789.0,1.0,-1.0,85.0,0.0,5.0,-1.0,-1.0,45.0,0.0,-1.0,-1.0,0.8,-1.0,0.0,0.0
12429,3695535108.0,LE,0.8,0.2,4493.0,1.0,-1.0,1.0,1.0,35.0,1.0,1.0,4.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12430,4174011770.0,LE,0.6,0.4,3222.0,-1.0,1.0,2.0,0.0,72.0,3.0,-1.0,11.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12431,8364843592.0,ES,0.4,0.4,2570.0,1.0,-1.0,1.0,1.0,2.0,-1.0,1.0,7.0,0.0,E,S,-0.2,-0.2,0.0,1.0
12432,4195685694.0,ES,0.7,0.9,888.0,1.0,1.0,2.0,1.0,23.0,-1.0,-1.0,36.0,0.0,E,S,0.4,0.8,0.0,1.0
12433,2905075007.0,LE,0.8,0.2,680.0,-1.0,1.0,2.0,0.0,55.0,1.0,1.0,4.0,0.0,E,E,0.6,-0.6,-1.0,0.0
12434,192489031.0,LE,0.8,0.2,921.0,-1.0,-1.0,2.0,0.0,7.0,1.0,1.0,0.0,-1.0,E,E,0.6,-0.6,-1.0,0.0
12435,5176462016.0,ES,0.4,0.1,2351.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,E,S,-0.2,-0.8,0.0,1.0
12436,5158128055.0,LE,0.9,0.1,768.0,1.0,-1.0,1.0,1.0,30.0,0.0,1.0,9.0,0.0,E,E,0.8,-0.8,-1.0,1.0
12437,7583986696.0,LE,0.9,0.1,882.0,1.0,-1.0,1.0,1.0,43.0,0.0,-1.0,2.0,0.0,E,E,0.8,-0.8,-1.0,0.0
12438,6797519189.0,LE,0.8,0.2,1618.0,-1.0,-1.0,2.0,0.0,9.0,1.0,1.0,0.0,-1.0,E,E,0.6,-0.6,-1.0,0.0
12439,7370032445.0,LE,0.8,0.2,2011.0,-1.0,-1.0,1.0,1.0,24.0,1.0,-1.0,9.0,0.0,E,E,0.6,-0.6,-1.0,0.0
12440,7797973590.0,SP,0.1,0.0,2838.0,-1.0,-1.0,100.0,0.0,5.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.8,-1.0,0.0,0.0
12441,65445405.0,LE,0.9,0.1,1285.0,1.0,-1.0,1.0,1.0,87.0,0.0,1.0,6.0,0.0,E,E,0.8,-0.8,-1.0,1.0
12442,9993589139.0,LE,0.6,0.4,1094.0,-1.0,1.0,2.0,0.0,117.0,3.0,-1.0,-12.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12443,7104580604.0,LE,0.9,0.1,616.0,-1.0,-1.0,2.0,0.0,11.0,0.0,1.0,0.0,-1.0,E,E,0.8,-0.8,-1.0,0.0
12444,6420511519.0,LE,0.8,0.2,1165.0,1.0,-1.0,1.0,1.0,21.0,1.0,1.0,4.0,0.0,E,E,0.6,-0.6,-1.0,1.0
12445,9248796743.0,LE,0.6,0.4,764.0,-1.0,-1.0,1.0,1.0,114.0,3.0,1.0,13.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12446,6205914374.0,LE,0.8,0.2,1773.0,1.0,-1.0,1.0,1.0,6.0,1.0,-1.0,1.0,0.0,E,E,0.6,-0.6,-1.0,0.0
12447,7202981021.0,LE,0.6,0.4,1061.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12448,9055610813.0,SP,0.1,0.0,1367.0,1.0,-1.0,70.0,0.0,6.0,-1.0,-1.0,46.0,0.0,-1.0,-1.0,-0.8,-1.0,1.0,0.0
12449,3518719767.0,ES,0.6,0.0,1142.0,1.0,-1.0,1.0,1.0,6.0,-1.0,1.0,47.0,0.0,E,S,0.2,-1.0,0.0,1.0
12450,2634898752.0,ES,0.6,0.6,6718.0,1.0,1.0,2.0,1.0,24.0,-1.0,1.0,9.0,0.0,E,S,0.2,0.2,0.0,0.0
12451,8563077791.0,ES,0.9,0.5,1488.0,-1.0,-1.0,1.0,1.0,40.0,-1.0,-1.0,-17.0,0.0,E,S,0.8,0.0,0.0,0.0
12452,4785418942.0,LE,0.7,0.3,1881.0,-1.0,1.0,1.0,1.0,82.0,2.0,-1.0,7.0,0.0,E,E,0.4,-0.4,-1.0,0.0
12453,324224518.0,LE,0.7,0.3,4142.0,1.0,-1.0,1.0,1.0,44.0,2.0,-1.0,3.0,0.0,E,E,0.4,-0.4,-1.0,0.0
12454,9441882800.0,ES,0.7,0.0,1264.0,-1.0,1.0,2.0,0.0,9.0,-1.0,1.0,0.0,-1.0,E,S,0.4,-1.0,0.0,0.0
12455,4107326272.0,ES,0.8,0.9,682.0,-1.0,-1.0,2.0,1.0,8.0,-1.0,-1.0,53.0,0.0,E,S,0.6,0.8,0.0,1.0
12456,7392939566.0,ES,0.1,0.6,1030.0,-1.0,-1.0,2.0,1.0,20.0,-1.0,-1.0,29.0,0.0,E,S,-0.8,0.2,0.0,1.0
12457,7314120567.0,ES,0.3,0.1,858.0,-1.0,1.0,1.0,1.0,78.0,-1.0,1.0,47.0,0.0,E,S,-0.4,-0.8,0.0,1.0
12458,9273359932.0,LE,0.9,0.1,1347.0,1.0,-1.0,1.0,1.0,46.0,0.0,-1.0,19.0,0.0,E,E,0.8,-0.8,-1.0,0.0
12459,9892290269.0,LE,0.9,0.1,8906.0,1.0,-1.0,1.0,1.0,8.0,0.0,1.0,0.0,-1.0,E,E,0.8,-0.8,-1.0,1.0
12460,3695535108.0,LE,0.7,0.3,1079.0,1.0,-1.0,1.0,1.0,36.0,2.0,-1.0,5.0,0.0,E,E,0.4,-0.4,-1.0,0.0
12461,2905075007.0,LE,0.6,0.4,355.0,-1.0,-1.0,2.0,0.0,56.0,3.0,-1.0,3.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12462,4174011770.0,LE,0.7,0.3,1301.0,1.0,1.0,1.0,1.0,73.0,2.0,-1.0,12.0,0.0,E,E,0.4,-0.4,-1.0,0.0
12463,5528890476.0,LE,0.7,0.3,16798.0,1.0,1.0,1.0,1.0,81.0,2.0,-1.0,22.0,0.0,E,E,0.4,-0.4,-1.0,0.0
