index,sub_id,phase,p1,p2,rtime,out,cfout,cho,corr,trial,cond,chose_right,rew,sess,op1,op2,ev1,ev2,catch_trial,reversed
25292,3808156870.0,LE,0.8,0.2,1442.0,1.0,-1.0,1.0,1.0,31.0,1.0,0,22.0,0.0,E,E,0.6,-0.6,0.0,0.0
25293,6872035651.0,LE,0.9,0.1,1016.0,1.0,-1.0,1.0,1.0,10.0,0.0,1,11.0,0.0,E,E,0.8,-0.8,0.0,1.0
25294,6759875536.0,ES,0.8,0.6,1467.0,1.0,1.0,2.0,0.0,52.0,,1,-7.0,0.0,E,S,0.6,0.2,0.0,0.0
25295,5639209336.0,ES,0.6,0.2,17296.0,1.0,-1.0,1.0,1.0,31.0,,0,81.0,0.0,E,S,0.2,-0.6,0.0,0.0
25296,777369532.0,LE,0.6,0.4,1542.0,-1.0,1.0,1.0,1.0,104.0,3.0,0,43.0,0.0,E,E,0.2,-0.2,0.0,0.0
25297,5429484593.0,ES,0.6,0.7,1376.0,-1.0,1.0,2.0,1.0,6.0,,1,83.0,0.0,E,S,0.2,0.4,0.0,0.0
25298,1900800062.0,ES,0.3,0.3,3503.0,-1.0,1.0,1.0,1.0,98.0,,0,59.0,0.0,E,S,-0.4,-0.4,0.0,0.0
25299,7251742556.0,ES,0.9,0.0,3715.0,-1.0,-1.0,1.0,1.0,4.0,,0,0.0,-1.0,E,S,0.8,-0.6,0.0,0.0
25300,7690973318.0,ES,0.6,0.8,2218.0,1.0,1.0,1.0,0.0,38.0,,0,93.0,0.0,E,S,0.2,0.6,0.0,0.0
25301,8739638829.0,ES,0.7,0.8,1098.0,1.0,-1.0,2.0,1.0,85.0,,0,70.0,0.0,E,S,0.4,0.6,0.0,1.0
25302,2548719039.0,ES,0.9,0.3,2088.0,-1.0,1.0,2.0,0.0,14.0,,1,49.0,0.0,E,S,0.8,-0.4,0.0,0.0
25303,3768525058.0,ES,0.7,0.4,1789.0,1.0,-1.0,1.0,1.0,64.0,,1,74.0,0.0,E,S,0.4,-0.2,0.0,1.0
25304,2493475508.0,LE,0.7,0.3,893.0,1.0,-1.0,1.0,1.0,38.0,2.0,1,19.0,0.0,E,E,0.4,-0.4,0.0,1.0
25305,276331577.0,ES,0.2,0.7,1477.0,1.0,1.0,2.0,1.0,3.0,,1,75.0,0.0,E,S,-0.6,0.4,0.0,0.0
25306,1433902809.0,ES,0.2,1.0,1322.0,1.0,1.0,2.0,1.0,71.0,,1,80.0,0.0,E,S,-0.6,1.0,0.0,0.0
25307,7644399462.0,LE,0.7,0.3,1233.0,1.0,1.0,1.0,1.0,24.0,2.0,0,11.0,0.0,E,E,0.4,-0.4,0.0,0.0
25308,7253882370.0,ES,0.4,0.2,1556.0,1.0,-1.0,1.0,1.0,52.0,,1,106.0,0.0,E,S,-0.2,-0.6,0.0,1.0
25309,7206312630.0,ES,0.1,0.1,2580.0,-1.0,-1.0,1.0,1.0,59.0,,0,66.0,0.0,E,S,-0.8,-0.8,0.0,0.0
25310,8881494125.0,ES,0.1,0.2,979.0,-1.0,-1.0,1.0,0.0,72.0,,1,37.0,0.0,E,S,-0.8,-0.6,0.0,1.0
25311,1345834400.0,ES,0.4,0.3,1020.0,-1.0,-1.0,1.0,1.0,70.0,,1,93.0,0.0,E,S,-0.2,-0.4,0.0,1.0
25312,6913892173.0,ES,0.6,0.9,983.0,1.0,-1.0,2.0,1.0,2.0,,0,51.0,0.0,E,S,0.2,0.8,0.0,1.0
25313,6614304926.0,ES,0.6,0.0,721.0,-1.0,1.0,2.0,0.0,50.0,,0,0.0,-1.0,E,S,0.2,-0.6,0.0,1.0
25314,8804881897.0,ES,0.7,0.6,1701.0,1.0,1.0,1.0,1.0,114.0,,0,73.0,0.0,E,S,0.4,0.2,0.0,0.0
25315,3375062974.0,ES,0.9,0.3,843.0,1.0,-1.0,1.0,1.0,14.0,,0,-11.0,0.0,E,S,0.8,-0.4,0.0,0.0
25316,9847129170.0,ES,0.1,0.1,1326.0,1.0,-1.0,1.0,1.0,109.0,,0,76.0,0.0,E,S,-0.8,-0.8,0.0,0.0
25317,2381971778.0,ES,0.8,0.5,1236.0,1.0,1.0,2.0,0.0,14.0,,0,51.0,0.0,E,S,0.6,0.0,0.0,1.0
25318,898376521.0,LE,0.6,0.4,861.0,1.0,-1.0,1.0,1.0,32.0,3.0,1,5.0,0.0,E,E,0.2,-0.2,0.0,1.0
25319,5954135188.0,LE,0.9,0.1,597.0,1.0,1.0,1.0,1.0,81.0,0.0,0,48.0,0.0,E,E,0.8,-0.8,0.0,0.0
25320,4351474761.0,ES,0.9,0.0,1514.0,-1.0,-1.0,1.0,1.0,80.0,,1,41.0,0.0,E,S,0.8,-1.0,0.0,1.0
25321,7040318414.0,ES,0.1,0.2,1697.0,-1.0,-1.0,1.0,0.0,22.0,,0,69.0,0.0,E,S,-0.8,-0.6,0.0,0.0
25322,52748518.0,ES,0.3,0.0,1067.0,-1.0,-1.0,1.0,1.0,102.0,,1,9.0,0.0,E,S,-0.4,-1.0,0.0,1.0
25323,7805444822.0,ES,0.9,0.6,778.0,-1.0,1.0,1.0,1.0,84.0,,1,57.0,0.0,E,S,0.8,0.2,0.0,1.0
25324,6476824961.0,ES,0.4,0.3,2619.0,1.0,1.0,2.0,0.0,13.0,,0,125.0,0.0,E,S,-0.2,-0.4,0.0,1.0
25325,640603376.0,ES,0.3,0.1,656.0,1.0,-1.0,1.0,1.0,146.0,,1,33.0,0.0,E,S,-0.4,-0.8,0.0,1.0
25326,1872878745.0,ES,0.4,0.8,1246.0,1.0,1.0,1.0,0.0,65.0,,0,0.0,-1.0,E,S,-0.2,0.6,0.0,0.0
25327,8400002197.0,ES,0.9,1.0,247.0,1.0,1.0,1.0,0.0,17.0,,1,10.0,0.0,E,S,0.8,1.0,0.0,1.0
25328,3190405317.0,ES,0.1,0.1,1894.0,-1.0,-1.0,2.0,1.0,25.0,,0,64.0,0.0,E,S,-0.8,-0.8,0.0,1.0
25329,6746510839.0,ES,0.3,0.2,1456.0,-1.0,-1.0,1.0,1.0,63.0,,1,82.0,0.0,E,S,-0.4,-0.6,0.0,1.0
25330,5886832344.0,ES,0.8,0.9,1753.0,1.0,1.0,1.0,0.0,39.0,,0,46.0,0.0,E,S,0.6,0.8,0.0,0.0
25331,5888205169.0,LE,0.7,0.3,821.0,1.0,-1.0,1.0,1.0,46.0,2.0,1,21.0,0.0,E,E,0.4,-0.4,0.0,1.0
25332,2948196849.0,ES,0.7,1.0,1408.0,1.0,1.0,2.0,1.0,81.0,,1,52.0,0.0,E,S,0.4,1.0,0.0,0.0
25333,516238557.0,ES,0.8,0.8,1413.0,-1.0,-1.0,2.0,1.0,67.0,,1,57.0,0.0,E,S,0.6,0.6,0.0,0.0
25334,5995168617.0,LE,0.8,0.2,1181.0,-1.0,-1.0,1.0,1.0,3.0,1.0,1,2.0,0.0,E,E,0.6,-0.6,0.0,1.0
25335,5683011147.0,ES,0.9,0.6,564.0,1.0,-1.0,1.0,1.0,15.0,,1,14.0,0.0,E,S,0.8,0.2,0.0,1.0
25336,634081070.0,ES,0.9,0.7,1192.0,1.0,1.0,2.0,0.0,133.0,,0,31.0,0.0,E,S,0.8,0.4,0.0,1.0
25337,2340383061.0,ES,0.1,0.1,1845.0,-1.0,-1.0,1.0,1.0,14.0,,1,76.0,0.0,E,S,-0.8,-0.8,0.0,1.0
25338,9623733795.0,ES,0.3,0.7,4548.0,1.0,-1.0,2.0,1.0,10.0,,0,60.0,0.0,E,S,-0.4,0.4,0.0,1.0
25339,6575091711.0,ES,0.1,0.4,8231.0,-1.0,-1.0,2.0,1.0,30.0,,0,83.0,0.0,E,S,-0.8,-0.2,0.0,1.0
25340,6536250267.0,ES,0.9,0.8,2895.0,1.0,-1.0,2.0,0.0,110.0,,0,64.0,0.0,E,S,0.8,0.6,0.0,1.0
25341,63347449.0,ES,0.3,0.3,1700.0,-1.0,-1.0,1.0,1.0,26.0,,1,55.0,0.0,E,S,-0.4,-0.4,0.0,1.0
25342,1441521934.0,LE,0.6,0.4,833.0,-1.0,1.0,2.0,0.0,117.0,3.0,1,30.0,0.0,E,E,0.2,-0.2,0.0,0.0
25343,1114395372.0,ES,0.2,0.3,1850.0,1.0,-1.0,2.0,1.0,61.0,,0,86.0,0.0,E,S,-0.6,-0.4,0.0,1.0
25344,7871387267.0,LE,0.7,0.3,1252.0,1.0,1.0,1.0,1.0,92.0,2.0,0,49.0,0.0,E,E,0.4,-0.4,0.0,0.0
25345,4276413360.0,ES,0.7,0.1,1961.0,1.0,-1.0,1.0,1.0,36.0,,0,98.0,0.0,E,S,0.4,-0.8,0.0,0.0
25346,6759875536.0,ES,0.8,0.2,839.0,1.0,-1.0,1.0,1.0,53.0,,0,-6.0,0.0,E,S,0.6,-0.6,0.0,0.0
25347,3808156870.0,LE,0.8,0.2,1144.0,1.0,1.0,1.0,1.0,32.0,1.0,0,23.0,0.0,E,E,0.6,-0.6,0.0,0.0
25348,4917582734.0,LE,0.7,0.3,2095.0,1.0,-1.0,1.0,1.0,74.0,2.0,1,5.0,0.0,E,E,0.4,-0.4,0.0,1.0
25349,9951360162.0,LE,0.6,0.4,1920.0,-1.0,1.0,1.0,1.0,62.0,3.0,1,37.0,0.0,E,E,0.2,-0.2,0.0,1.0
25350,276331577.0,ES,0.2,0.7,2457.0,1.0,-1.0,2.0,1.0,4.0,,0,76.0,0.0,E,S,-0.6,0.4,0.0,1.0
25351,7253882370.0,ES,0.4,0.9,772.0,1.0,-1.0,2.0,1.0,53.0,,1,107.0,0.0,E,S,-0.2,0.8,0.0,0.0
25352,6872035651.0,LE,0.9,0.1,1235.0,-1.0,-1.0,1.0,1.0,11.0,0.0,1,10.0,0.0,E,E,0.8,-0.8,0.0,1.0
25353,8881494125.0,ES,0.1,0.7,1249.0,-1.0,-1.0,2.0,1.0,73.0,,1,36.0,0.0,E,S,-0.8,0.4,0.0,0.0
25354,3375062974.0,ES,0.9,0.7,667.0,-1.0,1.0,2.0,0.0,15.0,,0,-12.0,0.0,E,S,0.8,0.4,0.0,1.0
25355,6614304926.0,ES,0.6,0.2,871.0,1.0,-1.0,1.0,1.0,51.0,,0,0.0,-1.0,E,S,0.2,-0.6,0.0,0.0
25356,5429484593.0,ES,0.6,0.3,1872.0,1.0,1.0,1.0,1.0,7.0,,1,84.0,0.0,E,S,0.2,-0.4,0.0,1.0
25357,1433902809.0,ES,0.2,0.3,1298.0,-1.0,-1.0,1.0,0.0,72.0,,1,79.0,0.0,E,S,-0.6,-0.4,0.0,1.0
25358,7251742556.0,ES,0.9,0.2,1740.0,-1.0,1.0,2.0,0.0,5.0,,0,0.0,-1.0,E,S,0.8,-0.6,0.0,1.0
25359,8400002197.0,ES,0.0,1.0,315.0,1.0,-1.0,2.0,1.0,18.0,,0,11.0,0.0,E,S,-1.0,1.0,1.0,1.0
25360,3768525058.0,ES,0.7,0.6,1955.0,1.0,1.0,2.0,0.0,65.0,,0,75.0,0.0,E,S,0.4,0.2,0.0,1.0
25361,5954135188.0,LE,0.9,0.1,699.0,1.0,-1.0,1.0,1.0,82.0,0.0,1,49.0,0.0,E,E,0.8,-0.8,0.0,1.0
25362,1345834400.0,ES,0.4,0.9,1041.0,1.0,1.0,2.0,1.0,71.0,,0,94.0,0.0,E,S,-0.2,0.8,0.0,1.0
25363,9847129170.0,ES,0.1,0.6,2511.0,1.0,-1.0,2.0,1.0,110.0,,1,77.0,0.0,E,S,-0.8,0.2,0.0,0.0
25364,1873543041.0,ES,0.4,0.2,3123.0,-1.0,-1.0,1.0,1.0,140.0,,1,-17.0,0.0,E,S,-0.2,-0.6,0.0,1.0
