subject,exp_num,score
1,1,0.454545454545455
2,1,0.568181818181818
3,1,0.5
4,1,0.431818181818182
5,1,0.522727272727273
6,1,0.318181818181818
7,1,0.488636363636364
8,1,0.454545454545455
9,1,0.443181818181818
10,1,0.5
11,1,0.386363636363636
12,1,0.477272727272727
13,1,0.443181818181818
14,1,0.636363636363636
15,1,0.465909090909091
16,1,0.568181818181818
17,1,0.443181818181818
18,1,0.0909090909090909
19,1,0.386363636363636
20,1,0.375
21,1,0.465909090909091
22,1,0.340909090909091
23,1,0.465909090909091
24,1,0.465909090909091
25,1,0.454545454545455
26,1,0.534090909090909
27,1,0.454545454545455
28,1,0.420454545454545
29,1,0.568181818181818
30,1,0.568181818181818
31,1,0.465909090909091
32,1,0.420454545454545
33,1,0.511363636363636
34,1,0.465909090909091
35,1,0.454545454545455
36,1,0.590909090909091
37,1,0.420454545454545
38,1,0.409090909090909
39,1,0.454545454545455
40,1,0.465909090909091
41,1,0.488636363636364
42,1,0.465909090909091
43,1,0.647727272727273
44,1,0.727272727272727
45,1,0.465909090909091
46,1,0.488636363636364
47,1,0.477272727272727
48,1,0.545454545454545
49,1,0.5
50,1,0.465909090909091
51,1,0.409090909090909
52,1,0.568181818181818
53,1,0.375
54,1,0.522727272727273
55,1,0.465909090909091
56,1,0.5
57,1,0.488636363636364
58,1,0.5
59,1,0.534090909090909
60,1,0.454545454545455
61,1,0.511363636363636
62,1,0.5
63,1,0.465909090909091
64,1,0.465909090909091
65,1,0.477272727272727
66,1,0.443181818181818
67,1,0.465909090909091
68,1,0.454545454545455
69,1,0.488636363636364
70,1,0.409090909090909
71,1,0.511363636363636
72,1,0.522727272727273
73,1,0.465909090909091
74,1,0.465909090909091
75,1,0.511363636363636
76,1,0.545454545454545
77,2,0.363636363636364
78,2,0.431818181818182
79,2,0.397727272727273
80,2,0.534090909090909
81,2,0.545454545454545
82,2,0.579545454545455
83,2,0.545454545454545
84,2,0.431818181818182
85,2,0.409090909090909
86,2,0.454545454545455
87,2,0.397727272727273
88,2,0.431818181818182
89,2,0.454545454545455
90,2,0.556818181818182
91,2,0.659090909090909
92,2,0.477272727272727
93,2,0.545454545454545
94,2,0.454545454545455
95,2,0.477272727272727
96,2,0.556818181818182
97,2,0.465909090909091
98,2,0.795454545454545
99,2,0.477272727272727
100,2,0.465909090909091
101,2,0.5
102,2,0.454545454545455
103,2,0.488636363636364
104,2,0.5
105,2,0.5
106,2,0.477272727272727
107,2,0.670454545454545
108,2,0.534090909090909
109,2,0.579545454545455
110,2,0.590909090909091
111,2,0.545454545454545
112,2,0.522727272727273
113,2,0.579545454545455
114,2,0.465909090909091
115,2,0.454545454545455
116,2,0.681818181818182
117,2,0.477272727272727
118,2,0.511363636363636
119,2,0.613636363636364
120,2,0.454545454545455
121,2,0.602272727272727
122,2,0.454545454545455
123,2,0.522727272727273
124,2,0.511363636363636
125,2,0.511363636363636
126,2,0.318181818181818
127,2,0.5
128,2,0.375
129,2,0.443181818181818
130,2,0.284090909090909
131,2,0.556818181818182
132,2,0.465909090909091
133,2,0.602272727272727
134,2,0.465909090909091
135,2,0.522727272727273
136,2,0.5
137,2,0.511363636363636
138,2,0.477272727272727
139,2,0.454545454545455
140,2,0.522727272727273
141,2,0.465909090909091
142,2,0.5
143,2,0.477272727272727
144,2,0.704545454545455
145,2,0.443181818181818
146,2,0.568181818181818
147,2,0.465909090909091
148,3,0.477272727272727
149,3,0.568181818181818
150,3,0.465909090909091
151,3,0.443181818181818
152,3,0.443181818181818
153,3,0.511363636363636
154,3,0.602272727272727
155,3,0.693181818181818
156,3,0.840909090909091
157,3,0.522727272727273
158,3,0.625
159,3,0.534090909090909
160,3,0.443181818181818
161,3,0.431818181818182
162,3,0.5
163,3,0.636363636363636
164,3,0.477272727272727
165,3,0.375
166,3,0.545454545454545
167,3,0.5
168,3,0.534090909090909
169,3,0.465909090909091
170,3,0.534090909090909
171,3,0.522727272727273
172,3,0.443181818181818
173,3,0.443181818181818
174,3,0.5
175,3,0.488636363636364
176,3,0.454545454545455
177,3,0.534090909090909
178,3,0.454545454545455
179,3,0.602272727272727
180,3,0.431818181818182
181,3,0.534090909090909
182,3,0.477272727272727
183,3,0.454545454545455
184,3,0.568181818181818
185,3,0.511363636363636
186,3,0.511363636363636
187,3,0.454545454545455
188,3,0.477272727272727
189,3,0.5
190,3,0.522727272727273
191,3,0.477272727272727
192,3,0.477272727272727
193,3,0.545454545454545
194,3,0.636363636363636
195,3,0.454545454545455
196,3,0.534090909090909
197,3,0.522727272727273
198,3,0.534090909090909
199,3,0.545454545454545
200,3,0.534090909090909
201,3,0.556818181818182
202,3,0.522727272727273
203,3,0.272727272727273
204,3,0.602272727272727
205,3,0.431818181818182
206,3,0.5
207,3,0.5
208,3,0.545454545454545
209,3,0.465909090909091
210,3,0.579545454545455
211,3,0.556818181818182
212,3,0.454545454545455
213,3,0.556818181818182
214,3,0.363636363636364
215,3,0.522727272727273
216,3,0.443181818181818
217,3,0.409090909090909
218,3,0.261363636363636
219,3,0.534090909090909
220,3,0.443181818181818
221,3,0.420454545454545
222,3,0.522727272727273
223,3,0.488636363636364
224,3,0.488636363636364
225,3,0.465909090909091
226,3,0.488636363636364
227,3,0.534090909090909
228,3,0.715909090909091
229,3,0.5
230,3,0.443181818181818
231,4,0.477272727272727
232,4,0.5
233,4,0.568181818181818
234,4,0.386363636363636
235,4,0.568181818181818
236,4,0.545454545454545
237,4,0.431818181818182
238,4,0.454545454545455
239,4,0.409090909090909
240,4,0.522727272727273
241,4,0.431818181818182
242,4,0.340909090909091
243,4,0.454545454545455
244,4,0.454545454545455
245,4,0.454545454545455
246,4,0.5
247,4,0.590909090909091
248,4,0.477272727272727
249,4,0.5
250,4,0.5
251,4,0.545454545454545
252,4,0.522727272727273
253,4,0.454545454545455
254,4,0.409090909090909
255,4,0.477272727272727
256,4,0.477272727272727
257,4,0.477272727272727
258,4,0.522727272727273
259,4,0.5
260,4,0.5
261,4,0.545454545454545
262,4,0.522727272727273
263,4,0.454545454545455
264,4,0.522727272727273
265,4,0.454545454545455
266,4,0.545454545454545
267,4,0.613636363636364
268,4,0.5
269,4,0.545454545454545
270,4,0.727272727272727
271,4,0.545454545454545
272,4,0.5
273,4,0.522727272727273
274,4,0.454545454545455
275,4,0.568181818181818
276,4,0.454545454545455
277,4,0.5
278,4,0.5
279,4,0.477272727272727
280,4,0.545454545454545
281,4,0.454545454545455
282,4,0.5
283,4,0.5
284,4,0.568181818181818
285,4,0.454545454545455
286,4,0.522727272727273
287,4,0.613636363636364
288,4,0.477272727272727
289,4,0.454545454545455
290,4,0.454545454545455
291,4,0.522727272727273
292,4,0.340909090909091
293,4,0.477272727272727
294,4,0.5
295,4,0.454545454545455
296,4,0.454545454545455
297,4,0.590909090909091
298,4,0.522727272727273
299,4,0.5
300,4,0.454545454545455
301,4,0.454545454545455
302,4,0.477272727272727
303,4,0.454545454545455
304,4,0.522727272727273
305,4,0.545454545454545
306,4,0.477272727272727
307,4,0.522727272727273
308,4,0.431818181818182
309,4,0.454545454545455
