value,split,exp_num
0.886363636363636,poor,5
0.909090909090909,poor,6
0.818181818181818,poor,6
0.897727272727273,poor,1
0.659090909090909,poor,2
0.818181818181818,poor,2
0.931818181818182,poor,3
0.920454545454545,poor,3
0.818181818181818,poor,4
0.829545454545455,poor,5
0.863636363636364,poor,5
0.875,poor,6
0.5,poor,7
0.75,poor,1
0.829545454545455,poor,3
0.886363636363636,poor,4
0.806818181818182,poor,5
0.863636363636364,poor,5
0.784090909090909,poor,6
0.875,poor,6
0.829545454545455,poor,6
0.53125,poor,7
0.453125,poor,7
0.8125,poor,7
0.852272727272727,poor,1
0.829545454545455,poor,1
0.840909090909091,poor,1
0.772727272727273,poor,1
0.806818181818182,poor,2
0.795454545454545,good,3
0.909090909090909,good,4
0.954545454545455,good,4
0.852272727272727,good,5
0.988636363636364,good,5
0.546875,good,7
0.840909090909091,good,2
0.795454545454545,good,3
0.840909090909091,good,3
0.863636363636364,good,4
0.704545454545455,good,6
0.818181818181818,good,2
0.852272727272727,good,2
0.727272727272727,good,4
0.852272727272727,good,5
0.818181818181818,good,5
0.818181818181818,good,5
0.795454545454545,good,6
0.886363636363636,good,6
0.897727272727273,good,6
0.806818181818182,good,1
0.897727272727273,good,1
0.818181818181818,good,2
0.852272727272727,good,2
0.761363636363636,good,3
0.886363636363636,good,5
0.556818181818182,good,5
0.840909090909091,good,5
0.806818181818182,good,1
0.829545454545455,good,2
0.829545454545455,good,3
0.818181818181818,good,3
0.909090909090909,good,4
0.897727272727273,good,5
0.886363636363636,good,6
0.46875,good,7
0.818181818181818,good,1
0.840909090909091,good,1
0.897727272727273,good,1
0.897727272727273,good,3
0.977272727272727,good,4
0.897727272727273,good,5
0.818181818181818,good,5
0.909090909090909,good,6
0.818181818181818,good,6
0.818181818181818,good,6
0.886363636363636,good,6
0.734375,good,7
0.4375,good,7
0.53125,good,7
0.875,good,2
0.931818181818182,good,2
0.806818181818182,good,3
0.659090909090909,good,5
0.931818181818182,good,1
0.818181818181818,good,4
0.954545454545455,good,4
0.829545454545455,good,5
0.886363636363636,good,5
0.852272727272727,good,5
0.829545454545455,good,5
0.818181818181818,good,5
0.920454545454545,good,5
0.897727272727273,good,6
0.671875,good,7
0.640625,good,7
0.863636363636364,good,1
0.852272727272727,good,3
0.784090909090909,good,3
0.943181818181818,good,5
0.852272727272727,good,5
0.909090909090909,good,6
0.5,good,7
0.65625,good,7
0.806818181818182,good,3
0.852272727272727,good,3
0.909090909090909,good,3
0.818181818181818,good,3
0.931818181818182,good,3
0.829545454545455,good,3
0.909090909090909,good,4
0.840909090909091,good,4
0.806818181818182,good,6
0.703125,good,7
0.852272727272727,good,3
0.863636363636364,good,4
0.954545454545455,good,4
0.818181818181818,good,4
0.897727272727273,good,5
0.943181818181818,good,6
0.806818181818182,good,6
0.625,good,7
0.609375,good,7
0.715909090909091,good,1
0.772727272727273,good,3
0.806818181818182,good,3
0.886363636363636,good,3
0.795454545454545,good,3
0.886363636363636,good,3
0.977272727272727,good,3
0.852272727272727,good,3
0.988636363636364,good,3
0.818181818181818,good,4
0.840909090909091,good,4
0.863636363636364,good,4
0.818181818181818,good,5
0.840909090909091,good,5
0.875,good,5
0.840909090909091,good,6
0.852272727272727,good,6
0.806818181818182,good,6
0.818181818181818,good,1
0.852272727272727,good,2
0.806818181818182,good,3
0.852272727272727,good,3
0.852272727272727,good,3
0.727272727272727,good,3
0.852272727272727,good,5
0.886363636363636,good,5
0.863636363636364,good,5
0.829545454545455,good,6
0.909090909090909,good,6
0.890625,good,7
0.806818181818182,good,3
0.818181818181818,good,3
0.818181818181818,good,3
0.977272727272727,good,4
0.931818181818182,good,4
0.738636363636364,good,5
0.897727272727273,good,6
0.943181818181818,good,6
0.818181818181818,good,6
0.546875,good,7
0.984375,good,7
0.265625,good,7
0.546875,good,7
0.840909090909091,good,1
0.886363636363636,good,2
0.920454545454545,good,3
0.818181818181818,good,4
0.886363636363636,good,4
0.829545454545455,good,5
0.784090909090909,good,5
0.818181818181818,good,5
0.909090909090909,good,6
0.886363636363636,good,6
0.829545454545455,good,6
0.863636363636364,good,3
0.988636363636364,good,3
0.715909090909091,good,3
0.909090909090909,good,3
0.795454545454545,good,4
0.818181818181818,good,4
0.818181818181818,good,4
0.840909090909091,good,4
0.977272727272727,good,4
0.806818181818182,good,5
0.818181818181818,good,6
0.795454545454545,good,6
0.796875,good,7
0.640625,good,7
0.609375,good,7
0.9375,good,7
0.765625,good,7
0.829545454545455,good,3
0.920454545454545,good,3
0.818181818181818,good,3
0.886363636363636,good,3
1,good,4
0.886363636363636,good,4
0.988636363636364,good,5
0.818181818181818,good,5
0.863636363636364,good,6
0.954545454545455,good,6
0.863636363636364,good,6
0.965909090909091,good,6
0.852272727272727,good,6
0.75,good,7
0.65625,good,7
0.828125,good,7
0.6875,good,7
0.90625,good,7
0.734375,good,7
0.484375,good,7
0.829545454545455,good,3
0.909090909090909,good,3
0.931818181818182,good,3
0.795454545454545,good,4
0.931818181818182,good,4
0.886363636363636,good,4
1,good,4
0.784090909090909,good,5
0.818181818181818,good,5
0.954545454545455,good,5
0.875,good,5
1,good,5
0.931818181818182,good,5
0.931818181818182,good,6
0.852272727272727,good,6
0.734375,good,7
0.734375,good,7
0.515625,good,7
0.765625,good,7
0.515625,good,7
0.920454545454545,good,3
0.954545454545455,good,3
1,good,4
0.886363636363636,good,4
0.886363636363636,good,5
0.988636363636364,good,5
0.75,good,5
0.943181818181818,good,6
0.818181818181818,good,6
0.909090909090909,good,6
0.671875,good,7
0.578125,good,7
0.96875,good,7
0.765625,good,7
0.578125,good,7
0.6875,good,7
0.59375,good,7
0.546875,good,7
0.931818181818182,good,3
0.897727272727273,good,3
0.806818181818182,good,3
0.806818181818182,good,3
0.931818181818182,good,4
0.818181818181818,good,4
0.818181818181818,good,4
0.931818181818182,good,4
0.840909090909091,good,4
0.795454545454545,good,4
0.818181818181818,good,5
0.886363636363636,good,5
0.890625,good,7
0.6875,good,7
0.671875,good,7
0.484375,good,7
0.5,good,7
0.484375,good,7
0.75,good,7
0.863636363636364,good,3
0.852272727272727,good,3
0.954545454545455,good,4
0.818181818181818,good,4
0.818181818181818,good,4
0.852272727272727,good,5
0.897727272727273,good,6
0.875,good,7
0.5,good,7
0.5,good,7
0.546875,good,7
0.515625,good,7
0.818181818181818,good,2
1,good,4
0.931818181818182,good,4
0.772727272727273,good,5
0.909090909090909,good,6
0.9375,good,7
0.795454545454545,good,4
0.931818181818182,good,4
0.977272727272727,good,6
0.515625,good,7
