value,split,exp_num
0.818181818181818,poor,4
0.795454545454545,poor,6
0.806818181818182,poor,2
0.818181818181818,poor,4
0.818181818181818,poor,1
0.806818181818182,poor,1
0.840909090909091,poor,4
0.795454545454545,poor,1
0.886363636363636,poor,1
0.795454545454545,poor,1
0.818181818181818,poor,4
0.453125,poor,7
0.484375,poor,7
0.647727272727273,poor,2
0.795454545454545,poor,3
0.795454545454545,poor,3
0.818181818181818,poor,4
0.784090909090909,poor,5
0.715909090909091,poor,6
0.795454545454545,poor,6
0.818181818181818,poor,1
0.806818181818182,poor,3
0.75,poor,3
0.795454545454545,poor,4
0.875,poor,6
0.5,poor,7
0.515625,poor,7
0.829545454545455,poor,1
0.727272727272727,poor,1
0.784090909090909,poor,5
0.795454545454545,poor,6
0.818181818181818,poor,1
0.772727272727273,poor,3
0.818181818181818,poor,4
0.704545454545455,poor,5
0.806818181818182,poor,1
0.795454545454545,poor,1
0.5,poor,1
0.818181818181818,poor,1
0.818181818181818,poor,1
0.818181818181818,poor,2
0.818181818181818,poor,2
0.727272727272727,poor,1
0.636363636363636,poor,1
0.625,poor,1
0.784090909090909,poor,2
0.795454545454545,poor,2
0.670454545454545,poor,3
0.818181818181818,poor,4
0.840909090909091,poor,1
0.863636363636364,poor,1
0.818181818181818,poor,1
0.829545454545455,poor,5
0.772727272727273,poor,6
0.829545454545455,poor,1
0.806818181818182,poor,2
0.795454545454545,poor,5
0.818181818181818,poor,1
0.795454545454545,poor,4
0.5,poor,7
0.818181818181818,poor,1
0.818181818181818,poor,2
0.484375,poor,7
0.818181818181818,poor,3
0.818181818181818,poor,1
0.806818181818182,poor,2
0.818181818181818,poor,4
0.75,poor,1
0.75,poor,2
0.795454545454545,poor,4
0.806818181818182,poor,1
0.772727272727273,poor,2
0.840909090909091,poor,2
0.806818181818182,poor,6
0.829545454545455,poor,2
0.784090909090909,poor,1
0.806818181818182,poor,2
0.681818181818182,poor,2
0.795454545454545,poor,6
0.806818181818182,poor,1
0.818181818181818,poor,1
0.829545454545455,poor,1
0.522727272727273,poor,1
0.647727272727273,poor,3
0.772727272727273,poor,5
0.772727272727273,poor,4
0.795454545454545,poor,6
0.886363636363636,poor,1
0.818181818181818,poor,1
0.863636363636364,poor,1
0.795454545454545,poor,4
0.954545454545455,poor,4
0.840909090909091,poor,1
0.806818181818182,poor,3
0.795454545454545,poor,4
0.886363636363636,poor,4
0.840909090909091,poor,5
0.806818181818182,poor,6
0.886363636363636,poor,2
0.840909090909091,poor,2
0.818181818181818,poor,3
0.818181818181818,poor,4
0.818181818181818,poor,4
0.772727272727273,poor,4
0.852272727272727,poor,6
0.818181818181818,poor,6
0.806818181818182,poor,1
0.829545454545455,poor,1
0.784090909090909,poor,1
0.818181818181818,poor,1
0.829545454545455,poor,2
0.818181818181818,poor,2
0.806818181818182,poor,2
0.875,poor,2
0.795454545454545,poor,4
0.818181818181818,poor,4
0.795454545454545,poor,4
0.931818181818182,poor,4
0.5,poor,7
0.784090909090909,poor,1
0.920454545454545,poor,1
0.795454545454545,poor,2
0.795454545454545,poor,3
0.829545454545455,poor,1
0.818181818181818,poor,1
0.863636363636364,poor,1
0.693181818181818,poor,3
0.863636363636364,poor,3
0.727272727272727,poor,4
0.829545454545455,poor,6
0.909090909090909,poor,1
0.818181818181818,poor,2
0.818181818181818,poor,2
0.818181818181818,poor,2
0.806818181818182,poor,3
0.909090909090909,poor,4
0.829545454545455,poor,6
0.734375,poor,7
0.840909090909091,poor,1
0.829545454545455,poor,1
0.863636363636364,poor,1
0.840909090909091,poor,1
0.693181818181818,poor,2
0.818181818181818,poor,4
0.578125,poor,7
0.640625,poor,7
0.806818181818182,poor,1
0.875,poor,1
0.761363636363636,poor,2
0.818181818181818,poor,4
0.818181818181818,poor,5
0.806818181818182,poor,1
0.943181818181818,poor,2
0.897727272727273,poor,3
0.852272727272727,poor,3
0.954545454545455,poor,3
0.977272727272727,poor,4
0.977272727272727,poor,4
0.840909090909091,poor,4
0.829545454545455,poor,5
0.829545454545455,poor,5
0.897727272727273,poor,6
0.863636363636364,poor,1
0.818181818181818,poor,2
0.818181818181818,poor,2
0.784090909090909,poor,2
0.818181818181818,poor,3
0.829545454545455,poor,3
0.829545454545455,poor,5
0.590909090909091,poor,6
0.818181818181818,poor,2
0.806818181818182,poor,2
0.806818181818182,poor,2
0.818181818181818,poor,4
0.522727272727273,poor,4
0.954545454545455,poor,4
0.909090909090909,poor,5
0.829545454545455,poor,1
0.579545454545455,poor,1
0.829545454545455,poor,1
0.795454545454545,poor,2
0.738636363636364,poor,2
0.897727272727273,poor,2
0.829545454545455,poor,2
0.818181818181818,poor,2
0.806818181818182,poor,2
0.761363636363636,poor,5
0.818181818181818,poor,6
0.875,poor,6
0.840909090909091,poor,2
0.943181818181818,poor,2
0.818181818181818,poor,2
0.829545454545455,poor,2
0.806818181818182,poor,3
0.875,poor,3
0.840909090909091,poor,5
0.818181818181818,poor,5
0.829545454545455,poor,1
0.920454545454545,poor,2
0.863636363636364,poor,2
0.784090909090909,poor,2
0.818181818181818,poor,2
0.670454545454545,poor,3
0.75,poor,3
0.863636363636364,poor,3
0.863636363636364,poor,3
0.829545454545455,poor,3
0.795454545454545,poor,4
0.75,poor,4
0.909090909090909,poor,4
0.886363636363636,poor,5
0.852272727272727,poor,6
0.75,poor,7
0.840909090909091,poor,2
0.772727272727273,poor,3
0.977272727272727,poor,4
0.863636363636364,poor,4
0.829545454545455,poor,5
0.852272727272727,poor,5
0.590909090909091,poor,1
0.795454545454545,poor,2
0.704545454545455,poor,2
0.795454545454545,poor,2
0.818181818181818,poor,3
0.75,poor,4
0.784090909090909,poor,5
0.784090909090909,poor,6
0.840909090909091,poor,1
0.818181818181818,poor,2
0.875,poor,2
0.818181818181818,poor,2
0.818181818181818,poor,2
0.840909090909091,poor,2
0.863636363636364,poor,4
