subject,exp_num,RT,p,modality
33,5,1545,0.9,EE
34,5,865.5,0,ED_d
34,5,913,0.1,ED_d
34,5,953,0.2,ED_d
34,5,1003.5,0.3,ED_d
34,5,1142.5,0.4,ED_d
34,5,948.5,0.5,ED_d
34,5,863.5,0.6,ED_d
34,5,871,0.7,ED_d
34,5,908,0.8,ED_d
34,5,806,0.9,ED_d
34,5,799,1,ED_d
34,5,915,0.1,ED_e
34,5,715,0.1,EE
34,5,1030,0.2,ED_e
34,5,819,0.2,EE
34,5,989,0.3,ED_e
34,5,578.5,0.3,EE
34,5,806,0.4,ED_e
34,5,656,0.4,EE
34,5,853,0.6,ED_e
34,5,763,0.6,EE
34,5,819,0.7,ED_e
34,5,710,0.7,EE
34,5,1037,0.8,ED_e
34,5,914.5,0.8,EE
34,5,993,0.9,ED_e
34,5,892,0.9,EE
35,5,1682,0,ED_d
35,5,1399,0.1,ED_d
35,5,1583,0.2,ED_d
35,5,1665,0.3,ED_d
35,5,1936,0.4,ED_d
35,5,1821,0.5,ED_d
35,5,1952.5,0.6,ED_d
35,5,1750.5,0.7,ED_d
35,5,1975,0.8,ED_d
35,5,1449,0.9,ED_d
35,5,1175,1,ED_d
35,5,1641,0.1,ED_e
35,5,2223,0.1,EE
35,5,1499,0.2,ED_e
35,5,2081,0.2,EE
35,5,1652,0.3,ED_e
35,5,1525.5,0.3,EE
35,5,1728,0.4,ED_e
35,5,1971,0.4,EE
35,5,1730,0.6,ED_e
35,5,1335,0.6,EE
35,5,1418,0.7,ED_e
35,5,1739,0.7,EE
35,5,1566,0.8,ED_e
35,5,1774,0.8,EE
35,5,1928,0.9,ED_e
35,5,1306.5,0.9,EE
36,5,1253.5,0,ED_d
36,5,911,0.1,ED_d
36,5,996,0.2,ED_d
36,5,1146.5,0.3,ED_d
36,5,1304.5,0.4,ED_d
36,5,1367,0.5,ED_d
36,5,1154.5,0.6,ED_d
36,5,1050,0.7,ED_d
36,5,989,0.8,ED_d
36,5,847.5,0.9,ED_d
36,5,1020.5,1,ED_d
36,5,1062,0.1,ED_e
36,5,1399.5,0.1,EE
36,5,881,0.2,ED_e
36,5,1059,0.2,EE
36,5,1257,0.3,ED_e
36,5,1328.5,0.3,EE
36,5,1113,0.4,ED_e
36,5,1207,0.4,EE
36,5,1028,0.6,ED_e
36,5,976,0.6,EE
36,5,927,0.7,ED_e
36,5,NaN,0.7,EE
36,5,1020,0.8,ED_e
36,5,1247,0.8,EE
36,5,1371,0.9,ED_e
36,5,1291,0.9,EE
37,5,1508,0,ED_d
37,5,1430.5,0.1,ED_d
37,5,1861,0.2,ED_d
37,5,1531.5,0.3,ED_d
37,5,1546,0.4,ED_d
37,5,1683.5,0.5,ED_d
37,5,1515,0.6,ED_d
37,5,1406,0.7,ED_d
37,5,1586,0.8,ED_d
37,5,1163,0.9,ED_d
37,5,1403,1,ED_d
37,5,1856,0.1,ED_e
37,5,1898,0.1,EE
37,5,1612,0.2,ED_e
37,5,1534,0.2,EE
37,5,1560,0.3,ED_e
37,5,1718,0.3,EE
37,5,1272,0.4,ED_e
37,5,1384,0.4,EE
37,5,1294,0.6,ED_e
37,5,1941.5,0.6,EE
37,5,1326,0.7,ED_e
37,5,1972,0.7,EE
37,5,1639,0.8,ED_e
37,5,2146,0.8,EE
37,5,1709,0.9,ED_e
37,5,2123,0.9,EE
38,5,2291,0,ED_d
38,5,7133.5,0.1,ED_d
38,5,2491.5,0.2,ED_d
38,5,1698,0.3,ED_d
38,5,2743,0.4,ED_d
38,5,2303.5,0.5,ED_d
38,5,4557,0.6,ED_d
38,5,3599.5,0.7,ED_d
38,5,2369,0.8,ED_d
38,5,2206,0.9,ED_d
38,5,2921.5,1,ED_d
38,5,4056,0.1,ED_e
38,5,2900.5,0.1,EE
38,5,6620,0.2,ED_e
38,5,4769,0.2,EE
38,5,2240,0.3,ED_e
38,5,3327,0.3,EE
38,5,2635,0.4,ED_e
38,5,2219,0.4,EE
38,5,2026,0.6,ED_e
38,5,4027,0.6,EE
38,5,2773,0.7,ED_e
38,5,2826,0.7,EE
38,5,3231,0.8,ED_e
38,5,3492,0.8,EE
38,5,2672,0.9,ED_e
38,5,2156.5,0.9,EE
39,5,2449.5,0,ED_d
39,5,1908.5,0.1,ED_d
39,5,1578.5,0.2,ED_d
39,5,1987,0.3,ED_d
39,5,1413,0.4,ED_d
39,5,2874,0.5,ED_d
39,5,2725.5,0.6,ED_d
39,5,1969.5,0.7,ED_d
39,5,1765.5,0.8,ED_d
39,5,1592,0.9,ED_d
39,5,1552.5,1,ED_d
39,5,2120,0.1,ED_e
39,5,2965,0.1,EE
39,5,2029,0.2,ED_e
39,5,NaN,0.2,EE
39,5,2320,0.3,ED_e
39,5,1959,0.3,EE
39,5,1590,0.4,ED_e
39,5,7095,0.4,EE
39,5,3615,0.6,ED_e
39,5,3869,0.6,EE
39,5,1472,0.7,ED_e
39,5,2744,0.7,EE
39,5,1550,0.8,ED_e
39,5,2730,0.8,EE
39,5,1529,0.9,ED_e
39,5,1787,0.9,EE
40,5,1536.5,0,ED_d
40,5,1482,0.1,ED_d
40,5,2427.5,0.2,ED_d
40,5,1838,0.3,ED_d
40,5,2362.5,0.4,ED_d
40,5,2397.5,0.5,ED_d
40,5,2922,0.6,ED_d
40,5,1496.5,0.7,ED_d
40,5,1599,0.8,ED_d
40,5,1537.5,0.9,ED_d
40,5,1424.5,1,ED_d
40,5,1955,0.1,ED_e
40,5,1941,0.1,EE
40,5,1507,0.2,ED_e
40,5,1426,0.2,EE
40,5,1430,0.3,ED_e
40,5,2177.5,0.3,EE
40,5,1481,0.4,ED_e
40,5,NaN,0.4,EE
40,5,1529,0.6,ED_e
40,5,1318.5,0.6,EE
40,5,1618,0.7,ED_e
40,5,1362,0.7,EE
40,5,1812,0.8,ED_e
40,5,1809.5,0.8,EE
40,5,3388,0.9,ED_e
40,5,1861,0.9,EE
41,5,1426.5,0,ED_d
41,5,1134.5,0.1,ED_d
41,5,1927.5,0.2,ED_d
41,5,1786.5,0.3,ED_d
41,5,1784.5,0.4,ED_d
41,5,1621.5,0.5,ED_d
41,5,2314,0.6,ED_d
41,5,1529.5,0.7,ED_d
41,5,1132,0.8,ED_d
41,5,1110,0.9,ED_d
41,5,1041,1,ED_d
41,5,1480,0.1,ED_e
41,5,2388,0.1,EE
41,5,1440,0.2,ED_e
41,5,5864.5,0.2,EE
41,5,1112,0.3,ED_e
41,5,1100,0.3,EE
41,5,1370,0.4,ED_e
41,5,NaN,0.4,EE
41,5,1077,0.6,ED_e
41,5,996,0.6,EE
41,5,1426,0.7,ED_e
41,5,1442.5,0.7,EE
41,5,2852,0.8,ED_e
41,5,1575,0.8,EE
41,5,1963,0.9,ED_e
41,5,1518.5,0.9,EE
42,5,767,0,ED_d
42,5,687.5,0.1,ED_d
42,5,739,0.2,ED_d
42,5,766,0.3,ED_d
42,5,844,0.4,ED_d
42,5,809,0.5,ED_d
42,5,1059,0.6,ED_d
42,5,772,0.7,ED_d
42,5,898,0.8,ED_d
42,5,821,0.9,ED_d
42,5,654,1,ED_d
42,5,901,0.1,ED_e
42,5,753,0.1,EE
42,5,755,0.2,ED_e
42,5,718,0.2,EE
42,5,814,0.3,ED_e
42,5,799,0.3,EE
42,5,776,0.4,ED_e
42,5,1523,0.4,EE
42,5,831,0.6,ED_e
42,5,684,0.6,EE
42,5,739,0.7,ED_e
42,5,828,0.7,EE
42,5,619,0.8,ED_e
42,5,651,0.8,EE
42,5,986,0.9,ED_e
42,5,753,0.9,EE
43,5,1554,0,ED_d
43,5,1566.5,0.1,ED_d
43,5,1451,0.2,ED_d
43,5,1620,0.3,ED_d
43,5,1549,0.4,ED_d
43,5,1334.5,0.5,ED_d
43,5,1112.5,0.6,ED_d
43,5,1106.5,0.7,ED_d
43,5,1569.5,0.8,ED_d
43,5,1448,0.9,ED_d
43,5,1174,1,ED_d
43,5,1432,0.1,ED_e
43,5,1488,0.1,EE
43,5,1630,0.2,ED_e
43,5,1621,0.2,EE
43,5,1391,0.3,ED_e
43,5,1585,0.3,EE
43,5,1637,0.4,ED_e
43,5,1999,0.4,EE
43,5,1358,0.6,ED_e
43,5,1398,0.6,EE
43,5,1333,0.7,ED_e
43,5,1360,0.7,EE
43,5,1338,0.8,ED_e
43,5,1448.5,0.8,EE
43,5,1514,0.9,ED_e
43,5,1483.5,0.9,EE
44,5,1362.5,0,ED_d
44,5,1490,0.1,ED_d
44,5,1279.5,0.2,ED_d
44,5,1447.5,0.3,ED_d
44,5,1676.5,0.4,ED_d
44,5,2019.5,0.5,ED_d
44,5,1448.5,0.6,ED_d
44,5,1348.5,0.7,ED_d
44,5,1017,0.8,ED_d
44,5,952.5,0.9,ED_d
44,5,1265.5,1,ED_d
44,5,1053,0.1,ED_e
44,5,1584,0.1,EE
44,5,1427,0.2,ED_e
44,5,2695,0.2,EE
44,5,1422,0.3,ED_e
44,5,1571,0.3,EE
44,5,1382,0.4,ED_e
44,5,2152.5,0.4,EE
44,5,1170,0.6,ED_e
44,5,1505.5,0.6,EE
44,5,1636,0.7,ED_e
44,5,1425.5,0.7,EE
44,5,1453,0.8,ED_e
44,5,2986.5,0.8,EE
44,5,1427,0.9,ED_e
44,5,3517,0.9,EE
45,5,1157.5,0,ED_d
45,5,1473.5,0.1,ED_d
45,5,1618.5,0.2,ED_d
45,5,882.5,0.3,ED_d
45,5,1580.5,0.4,ED_d
45,5,1346,0.5,ED_d
45,5,846,0.6,ED_d
45,5,890.5,0.7,ED_d
45,5,1520,0.8,ED_d
45,5,1135.5,0.9,ED_d
45,5,885.5,1,ED_d
45,5,1029,0.1,ED_e
45,5,NaN,0.1,EE
45,5,1005,0.2,ED_e
45,5,3572.5,0.2,EE
45,5,1168,0.3,ED_e
45,5,1560,0.3,EE
45,5,791,0.4,ED_e
45,5,1065,0.4,EE
45,5,2059,0.6,ED_e
45,5,2064,0.6,EE
45,5,1210,0.7,ED_e
45,5,1499,0.7,EE
45,5,1095,0.8,ED_e
45,5,1868,0.8,EE
45,5,1004,0.9,ED_e
45,5,1118,0.9,EE
46,5,1777.5,0,ED_d
46,5,1682,0.1,ED_d
46,5,1652.5,0.2,ED_d
46,5,1761,0.3,ED_d
46,5,2971.5,0.4,ED_d
46,5,4643,0.5,ED_d
46,5,2754,0.6,ED_d
46,5,3818.5,0.7,ED_d
46,5,3576,0.8,ED_d
46,5,2394,0.9,ED_d
46,5,1403,1,ED_d
46,5,2704,0.1,ED_e
46,5,2414,0.1,EE
46,5,1779,0.2,ED_e
46,5,2245.5,0.2,EE
46,5,1988,0.3,ED_e
46,5,2290.5,0.3,EE
46,5,2133,0.4,ED_e
46,5,NaN,0.4,EE
46,5,1748,0.6,ED_e
46,5,1534,0.6,EE
46,5,2536,0.7,ED_e
46,5,1523,0.7,EE
46,5,2764,0.8,ED_e
46,5,3033,0.8,EE
46,5,1951,0.9,ED_e
46,5,1828,0.9,EE
47,5,1041,0,ED_d
47,5,1048.5,0.1,ED_d
47,5,981,0.2,ED_d
47,5,1050.5,0.3,ED_d
47,5,1464.5,0.4,ED_d
47,5,1576.5,0.5,ED_d
47,5,1182.5,0.6,ED_d
47,5,1379.5,0.7,ED_d
47,5,908.5,0.8,ED_d
47,5,1032.5,0.9,ED_d
47,5,1064,1,ED_d
47,5,1437,0.1,ED_e
47,5,1218.5,0.1,EE
47,5,1539,0.2,ED_e
47,5,900,0.2,EE
47,5,1112,0.3,ED_e
47,5,1337,0.3,EE
47,5,1216,0.4,ED_e
47,5,906,0.4,EE
47,5,868,0.6,ED_e
47,5,991,0.6,EE
47,5,1180,0.7,ED_e
47,5,711.5,0.7,EE
47,5,1404,0.8,ED_e
47,5,1515,0.8,EE
47,5,1015,0.9,ED_e
47,5,1317,0.9,EE
48,5,1112.5,0,ED_d
48,5,1393,0.1,ED_d
48,5,1541,0.2,ED_d
48,5,1535.5,0.3,ED_d
48,5,1575,0.4,ED_d
48,5,1299.5,0.5,ED_d
48,5,1306.5,0.6,ED_d
48,5,1092.5,0.7,ED_d
48,5,1202,0.8,ED_d
48,5,1313,0.9,ED_d
48,5,919,1,ED_d
48,5,1209,0.1,ED_e
48,5,2465.5,0.1,EE
48,5,1335,0.2,ED_e
48,5,3774.5,0.2,EE
48,5,1289,0.3,ED_e
48,5,3014.5,0.3,EE
48,5,1231,0.4,ED_e
48,5,7541,0.4,EE
48,5,1310,0.6,ED_e
48,5,1521,0.6,EE
48,5,1462,0.7,ED_e
48,5,1753,0.7,EE
48,5,1164,0.8,ED_e
48,5,1364.5,0.8,EE
48,5,1166,0.9,ED_e
48,5,1245,0.9,EE
49,5,1104.5,0,ED_d
49,5,1080,0.1,ED_d
49,5,1111.5,0.2,ED_d
49,5,1007,0.3,ED_d
49,5,1389.5,0.4,ED_d
49,5,1886.5,0.5,ED_d
49,5,1362,0.6,ED_d
49,5,1745,0.7,ED_d
49,5,1260,0.8,ED_d
49,5,1226.5,0.9,ED_d
49,5,958,1,ED_d
49,5,1186,0.1,ED_e
49,5,2248,0.1,EE
49,5,1434,0.2,ED_e
49,5,1975,0.2,EE
49,5,1067,0.3,ED_e
49,5,3376,0.3,EE
49,5,1010,0.4,ED_e
49,5,3038,0.4,EE
49,5,1225,0.6,ED_e
49,5,2065,0.6,EE
49,5,1191,0.7,ED_e
49,5,1727,0.7,EE
49,5,1216,0.8,ED_e
49,5,1234.5,0.8,EE
49,5,1431,0.9,ED_e
49,5,1690.5,0.9,EE
50,5,1652.5,0,ED_d
50,5,1635.5,0.1,ED_d
50,5,1826.5,0.2,ED_d
50,5,1380,0.3,ED_d
50,5,1830.5,0.4,ED_d
50,5,2393,0.5,ED_d
50,5,1866,0.6,ED_d
50,5,1421,0.7,ED_d
50,5,1729.5,0.8,ED_d
50,5,1213.5,0.9,ED_d
50,5,1755,1,ED_d
50,5,1881,0.1,ED_e
50,5,2499,0.1,EE
50,5,2278,0.2,ED_e
50,5,3888.5,0.2,EE
50,5,1905,0.3,ED_e
50,5,5124,0.3,EE
50,5,1842,0.4,ED_e
50,5,2557.5,0.4,EE
50,5,1904,0.6,ED_e
50,5,2090,0.6,EE
50,5,1752,0.7,ED_e
50,5,2314,0.7,EE
50,5,1393,0.8,ED_e
50,5,2060,0.8,EE
50,5,1363,0.9,ED_e
50,5,1599,0.9,EE
51,5,1481.5,0,ED_d
51,5,1449,0.1,ED_d
51,5,1392,0.2,ED_d
51,5,1678.5,0.3,ED_d
51,5,1465,0.4,ED_d
51,5,1118,0.5,ED_d
51,5,1481.5,0.6,ED_d
51,5,1206.5,0.7,ED_d
51,5,876.5,0.8,ED_d
51,5,1576,0.9,ED_d
51,5,1223.5,1,ED_d
51,5,1360,0.1,ED_e
51,5,1248,0.1,EE
51,5,1309,0.2,ED_e
51,5,1262,0.2,EE
51,5,1217,0.3,ED_e
51,5,923,0.3,EE
51,5,1065,0.4,ED_e
51,5,809,0.4,EE
51,5,1123,0.6,ED_e
51,5,1430.5,0.6,EE
51,5,1312,0.7,ED_e
51,5,1128.5,0.7,EE
51,5,1415,0.8,ED_e
51,5,876,0.8,EE
51,5,1530,0.9,ED_e
51,5,1279,0.9,EE
52,5,2473.5,0,ED_d
52,5,2053,0.1,ED_d
52,5,3116.5,0.2,ED_d
52,5,2482,0.3,ED_d
52,5,2208.5,0.4,ED_d
52,5,2440.5,0.5,ED_d
52,5,2486.5,0.6,ED_d
52,5,2505,0.7,ED_d
52,5,2236,0.8,ED_d
52,5,2408.5,0.9,ED_d
52,5,2134,1,ED_d
52,5,2055,0.1,ED_e
52,5,2712,0.1,EE
52,5,2864,0.2,ED_e
52,5,3190,0.2,EE
52,5,2591,0.3,ED_e
52,5,2374,0.3,EE
52,5,1788,0.4,ED_e
52,5,2238,0.4,EE
52,5,3861,0.6,ED_e
52,5,2825,0.6,EE
52,5,2582,0.7,ED_e
52,5,2200.5,0.7,EE
52,5,2663,0.8,ED_e
52,5,2443,0.8,EE
52,5,1898,0.9,ED_e
52,5,2733,0.9,EE
53,5,1180,0,ED_d
53,5,1079.5,0.1,ED_d
53,5,1360.5,0.2,ED_d
53,5,1124.5,0.3,ED_d
53,5,1163.5,0.4,ED_d
53,5,1398.5,0.5,ED_d
53,5,1251,0.6,ED_d
53,5,947.5,0.7,ED_d
53,5,1583.5,0.8,ED_d
53,5,1259,0.9,ED_d
53,5,1136,1,ED_d
53,5,1564,0.1,ED_e
53,5,2347,0.1,EE
53,5,1115,0.2,ED_e
53,5,1635,0.2,EE
53,5,1316,0.3,ED_e
53,5,1520,0.3,EE
53,5,1062,0.4,ED_e
53,5,NaN,0.4,EE
53,5,1377,0.6,ED_e
53,5,1087,0.6,EE
53,5,1187,0.7,ED_e
53,5,1388,0.7,EE
53,5,1016,0.8,ED_e
53,5,1357,0.8,EE
53,5,1047,0.9,ED_e
53,5,1223,0.9,EE
54,5,1802,0,ED_d
54,5,1586.5,0.1,ED_d
54,5,1255,0.2,ED_d
54,5,1870,0.3,ED_d
54,5,1555.5,0.4,ED_d
54,5,1207,0.5,ED_d
54,5,1074.5,0.6,ED_d
54,5,1700.5,0.7,ED_d
54,5,1595,0.8,ED_d
54,5,1299.5,0.9,ED_d
54,5,2059.5,1,ED_d
54,5,1506,0.1,ED_e
54,5,1512.5,0.1,EE
54,5,1993,0.2,ED_e
54,5,1542,0.2,EE
54,5,1611,0.3,ED_e
54,5,1433.5,0.3,EE
54,5,1614,0.4,ED_e
54,5,1166,0.4,EE
54,5,1518,0.6,ED_e
54,5,1867.5,0.6,EE
54,5,2226,0.7,ED_e
54,5,2067,0.7,EE
54,5,1335,0.8,ED_e
54,5,1824,0.8,EE
54,5,1043,0.9,ED_e
54,5,1042,0.9,EE
55,5,876,0,ED_d
55,5,1049.5,0.1,ED_d
55,5,1052.5,0.2,ED_d
55,5,1131,0.3,ED_d
55,5,1392,0.4,ED_d
55,5,1664,0.5,ED_d
55,5,1269,0.6,ED_d
55,5,1166.5,0.7,ED_d
55,5,875.5,0.8,ED_d
55,5,843,0.9,ED_d
55,5,828.5,1,ED_d
55,5,937,0.1,ED_e
55,5,1508.5,0.1,EE
55,5,952,0.2,ED_e
55,5,1436,0.2,EE
55,5,1030,0.3,ED_e
55,5,1156.5,0.3,EE
55,5,1002,0.4,ED_e
55,5,1556,0.4,EE
55,5,1031,0.6,ED_e
55,5,1117.5,0.6,EE
55,5,1066,0.7,ED_e
55,5,1027,0.7,EE
55,5,1046,0.8,ED_e
55,5,861,0.8,EE
55,5,1139,0.9,ED_e
55,5,1160,0.9,EE
56,5,940.5,0,ED_d
56,5,1341,0.1,ED_d
56,5,1269,0.2,ED_d
56,5,1335,0.3,ED_d
56,5,1145,0.4,ED_d
56,5,1420.5,0.5,ED_d
56,5,1038,0.6,ED_d
56,5,1264,0.7,ED_d
56,5,1557,0.8,ED_d
56,5,1035.5,0.9,ED_d
56,5,889,1,ED_d
56,5,1548,0.1,ED_e
56,5,5004,0.1,EE
56,5,1529,0.2,ED_e
56,5,4745,0.2,EE
56,5,1297,0.3,ED_e
56,5,NaN,0.3,EE
56,5,1013,0.4,ED_e
56,5,1610,0.4,EE
56,5,940,0.6,ED_e
56,5,1582.5,0.6,EE
56,5,1190,0.7,ED_e
56,5,1211,0.7,EE
56,5,931,0.8,ED_e
56,5,999,0.8,EE
56,5,1058,0.9,ED_e
56,5,1969,0.9,EE
57,5,2211,0,ED_d
57,5,2531.5,0.1,ED_d
57,5,3152.5,0.2,ED_d
57,5,2425,0.3,ED_d
57,5,3112.5,0.4,ED_d
57,5,2531.5,0.5,ED_d
57,5,2977,0.6,ED_d
57,5,2294,0.7,ED_d
57,5,2678.5,0.8,ED_d
57,5,2135,0.9,ED_d
57,5,2403,1,ED_d
57,5,2369,0.1,ED_e
57,5,3333,0.1,EE
57,5,3158,0.2,ED_e
57,5,3317,0.2,EE
57,5,2510,0.3,ED_e
57,5,7928,0.3,EE
57,5,3077,0.4,ED_e
57,5,3447.5,0.4,EE
57,5,2481,0.6,ED_e
57,5,3262.5,0.6,EE
57,5,3027,0.7,ED_e
57,5,2626,0.7,EE
57,5,2205,0.8,ED_e
57,5,3338.5,0.8,EE
57,5,2939,0.9,ED_e
57,5,2360,0.9,EE
58,5,1564.5,0,ED_d
58,5,1496,0.1,ED_d
58,5,2793.5,0.2,ED_d
58,5,1654,0.3,ED_d
58,5,1753,0.4,ED_d
58,5,1746,0.5,ED_d
58,5,1991,0.6,ED_d
58,5,2371.5,0.7,ED_d
58,5,1731.5,0.8,ED_d
58,5,1213,0.9,ED_d
58,5,1348.5,1,ED_d
58,5,2213,0.1,ED_e
58,5,2640,0.1,EE
58,5,1741,0.2,ED_e
58,5,3841,0.2,EE
58,5,1691,0.3,ED_e
58,5,3955,0.3,EE
58,5,1621,0.4,ED_e
58,5,1993,0.4,EE
58,5,1816,0.6,ED_e
58,5,1449.5,0.6,EE
58,5,1512,0.7,ED_e
58,5,1908,0.7,EE
58,5,1717,0.8,ED_e
58,5,2921,0.8,EE
58,5,2084,0.9,ED_e
58,5,2009.5,0.9,EE
59,5,1019,0,ED_d
59,5,968,0.1,ED_d
59,5,1151,0.2,ED_d
59,5,1049.5,0.3,ED_d
59,5,1037.5,0.4,ED_d
59,5,1509.5,0.5,ED_d
59,5,1625,0.6,ED_d
59,5,902.5,0.7,ED_d
59,5,1040.5,0.8,ED_d
59,5,964.5,0.9,ED_d
59,5,845,1,ED_d
59,5,1448,0.1,ED_e
59,5,1580.5,0.1,EE
59,5,1113,0.2,ED_e
59,5,1300,0.2,EE
59,5,890,0.3,ED_e
59,5,886,0.3,EE
59,5,742,0.4,ED_e
59,5,913,0.4,EE
59,5,904,0.6,ED_e
59,5,1043,0.6,EE
59,5,950,0.7,ED_e
59,5,787,0.7,EE
59,5,1225,0.8,ED_e
59,5,1132,0.8,EE
59,5,1158,0.9,ED_e
59,5,935,0.9,EE
60,5,1812,0,ED_d
60,5,2024,0.1,ED_d
60,5,1974,0.2,ED_d
60,5,2115.5,0.3,ED_d
60,5,1833.5,0.4,ED_d
60,5,1880.5,0.5,ED_d
60,5,2241,0.6,ED_d
60,5,1862,0.7,ED_d
60,5,1873,0.8,ED_d
60,5,1719.5,0.9,ED_d
60,5,2087,1,ED_d
60,5,2076,0.1,ED_e
60,5,NaN,0.1,EE
60,5,1743,0.2,ED_e
60,5,1935,0.2,EE
60,5,2291,0.3,ED_e
60,5,1803,0.3,EE
60,5,1741,0.4,ED_e
60,5,1948,0.4,EE
60,5,1883,0.6,ED_e
60,5,1745,0.6,EE
60,5,1805,0.7,ED_e
60,5,1684.5,0.7,EE
60,5,2113,0.8,ED_e
60,5,1984.5,0.8,EE
60,5,2174,0.9,ED_e
60,5,2111,0.9,EE
61,5,969,0,ED_d
61,5,1258.5,0.1,ED_d
61,5,1145.5,0.2,ED_d
61,5,1439,0.3,ED_d
61,5,1049,0.4,ED_d
61,5,1291,0.5,ED_d
61,5,1293.5,0.6,ED_d
61,5,1233.5,0.7,ED_d
61,5,1201,0.8,ED_d
61,5,1135.5,0.9,ED_d
61,5,1033.5,1,ED_d
61,5,1251,0.1,ED_e
61,5,1007,0.1,EE
61,5,1113,0.2,ED_e
61,5,1463,0.2,EE
61,5,1070,0.3,ED_e
61,5,917,0.3,EE
61,5,869,0.4,ED_e
61,5,879,0.4,EE
61,5,1128,0.6,ED_e
61,5,1229,0.6,EE
61,5,1465,0.7,ED_e
61,5,1043,0.7,EE
61,5,1352,0.8,ED_e
61,5,900,0.8,EE
61,5,1137,0.9,ED_e
61,5,1051,0.9,EE
62,5,1438.5,0,ED_d
62,5,1608,0.1,ED_d
62,5,1412.5,0.2,ED_d
62,5,1531.5,0.3,ED_d
62,5,1273,0.4,ED_d
62,5,1285.5,0.5,ED_d
62,5,1375,0.6,ED_d
62,5,1296.5,0.7,ED_d
62,5,1504.5,0.8,ED_d
62,5,1509,0.9,ED_d
62,5,1482.5,1,ED_d
62,5,1471,0.1,ED_e
62,5,1698,0.1,EE
62,5,1640,0.2,ED_e
62,5,1472,0.2,EE
62,5,1302,0.3,ED_e
62,5,1363,0.3,EE
62,5,1080,0.4,ED_e
62,5,1124,0.4,EE
62,5,1184,0.6,ED_e
62,5,1127,0.6,EE
62,5,1427,0.7,ED_e
62,5,1107.5,0.7,EE
62,5,1625,0.8,ED_e
62,5,1390.5,0.8,EE
62,5,1449,0.9,ED_e
62,5,1421,0.9,EE
63,5,1010.5,0,ED_d
63,5,1314,0.1,ED_d
63,5,1091,0.2,ED_d
63,5,1275,0.3,ED_d
63,5,1235.5,0.4,ED_d
63,5,1623.5,0.5,ED_d
63,5,1887,0.6,ED_d
63,5,1431.5,0.7,ED_d
63,5,1038.5,0.8,ED_d
63,5,1177.5,0.9,ED_d
63,5,1294,1,ED_d
63,5,1474,0.1,ED_e
63,5,NaN,0.1,EE
63,5,1297,0.2,ED_e
63,5,1985.5,0.2,EE
63,5,1123,0.3,ED_e
63,5,1990,0.3,EE
63,5,1110,0.4,ED_e
63,5,1208,0.4,EE
63,5,1192,0.6,ED_e
63,5,1503,0.6,EE
63,5,1094,0.7,ED_e
63,5,1475.5,0.7,EE
63,5,1339,0.8,ED_e
63,5,1385,0.8,EE
63,5,1823,0.9,ED_e
63,5,1748.5,0.9,EE
64,5,1321.5,0,ED_d
64,5,1523,0.1,ED_d
64,5,1586,0.2,ED_d
64,5,1630.5,0.3,ED_d
64,5,1824,0.4,ED_d
64,5,1998.5,0.5,ED_d
64,5,1959,0.6,ED_d
64,5,1388,0.7,ED_d
64,5,1636.5,0.8,ED_d
64,5,1312.5,0.9,ED_d
64,5,1519.5,1,ED_d
64,5,1912,0.1,ED_e
64,5,2462.5,0.1,EE
64,5,2218,0.2,ED_e
64,5,1886.5,0.2,EE
64,5,1339,0.3,ED_e
64,5,1596.5,0.3,EE
64,5,1241,0.4,ED_e
64,5,1718,0.4,EE
64,5,1481,0.6,ED_e
64,5,1802,0.6,EE
64,5,1652,0.7,ED_e
64,5,1843.5,0.7,EE
64,5,1553,0.8,ED_e
64,5,1788,0.8,EE
64,5,1667,0.9,ED_e
64,5,1651.5,0.9,EE
65,5,1113.5,0,ED_d
65,5,1161.5,0.1,ED_d
65,5,1335,0.2,ED_d
65,5,1491.5,0.3,ED_d
65,5,1649.5,0.4,ED_d
65,5,1685.5,0.5,ED_d
65,5,1965.5,0.6,ED_d
65,5,1859.5,0.7,ED_d
65,5,1416,0.8,ED_d
65,5,1202.5,0.9,ED_d
65,5,1255,1,ED_d
65,5,1677,0.1,ED_e
65,5,2490,0.1,EE
65,5,1695,0.2,ED_e
65,5,6064,0.2,EE
65,5,1300,0.3,ED_e
65,5,1472.5,0.3,EE
65,5,1681,0.4,ED_e
65,5,2580,0.4,EE
65,5,1151,0.6,ED_e
65,5,1946,0.6,EE
65,5,1175,0.7,ED_e
65,5,1574,0.7,EE
65,5,1376,0.8,ED_e
65,5,1474,0.8,EE
65,5,1179,0.9,ED_e
65,5,1741,0.9,EE
66,5,1195,0,ED_d
66,5,1534.5,0.1,ED_d
66,5,1264,0.2,ED_d
66,5,1513,0.3,ED_d
66,5,1416.5,0.4,ED_d
66,5,1427,0.5,ED_d
66,5,1045.5,0.6,ED_d
66,5,1172.5,0.7,ED_d
66,5,992.5,0.8,ED_d
66,5,1205.5,0.9,ED_d
66,5,979.5,1,ED_d
66,5,1249,0.1,ED_e
66,5,1139.5,0.1,EE
66,5,1091,0.2,ED_e
66,5,1223,0.2,EE
66,5,1179,0.3,ED_e
66,5,1266,0.3,EE
66,5,1050,0.4,ED_e
66,5,890,0.4,EE
66,5,1219,0.6,ED_e
66,5,1160,0.6,EE
66,5,1301,0.7,ED_e
66,5,939,0.7,EE
66,5,1198,0.8,ED_e
66,5,1469.5,0.8,EE
