subject,exp_num,score
1,1,0.863636363636364
2,1,0.840909090909091
3,1,0.840909090909091
4,1,0.806818181818182
5,1,0.840909090909091
6,1,0.727272727272727
7,1,0.806818181818182
8,1,0.818181818181818
9,1,0.806818181818182
10,1,0.840909090909091
11,1,0.806818181818182
12,1,0.795454545454545
13,1,0.795454545454545
14,1,0.5
15,1,0.829545454545455
16,1,0.897727272727273
17,1,0.818181818181818
18,1,0.636363636363636
19,1,0.625
20,1,0.863636363636364
21,1,0.852272727272727
22,1,0.75
23,1,0.829545454545455
24,1,0.829545454545455
25,1,0.818181818181818
26,1,0.715909090909091
27,1,0.784090909090909
28,1,0.818181818181818
29,1,0.863636363636364
30,1,0.863636363636364
31,1,0.829545454545455
32,1,0.806818181818182
33,1,0.829545454545455
34,1,0.829545454545455
35,1,0.818181818181818
36,1,0.818181818181818
37,1,0.886363636363636
38,1,0.784090909090909
39,1,0.818181818181818
40,1,0.829545454545455
41,1,0.75
42,1,0.920454545454545
43,1,0.818181818181818
44,1,0.579545454545455
45,1,0.931818181818182
46,1,0.840909090909091
47,1,0.772727272727273
48,1,0.886363636363636
49,1,0.818181818181818
50,1,0.829545454545455
51,1,0.909090909090909
52,1,0.818181818181818
53,1,0.784090909090909
54,1,0.840909090909091
55,1,0.806818181818182
56,1,0.875
57,1,0.806818181818182
58,1,0.897727272727273
59,1,0.818181818181818
60,1,0.818181818181818
61,1,0.806818181818182
62,1,0.818181818181818
63,1,0.897727272727273
64,1,0.727272727272727
65,1,0.795454545454545
66,1,0.840909090909091
67,1,0.829545454545455
68,1,0.818181818181818
69,1,0.840909090909091
70,1,0.863636363636364
71,1,0.590909090909091
72,1,0.522727272727273
73,1,0.806818181818182
74,1,0.829545454545455
75,1,0.863636363636364
76,1,0.818181818181818
77,2,0.784090909090909
78,2,0.886363636363636
79,2,0.829545454545455
80,2,0.818181818181818
81,2,0.818181818181818
82,2,0.840909090909091
83,2,0.818181818181818
84,2,0.795454545454545
85,2,0.806818181818182
86,2,0.818181818181818
87,2,0.920454545454545
88,2,0.795454545454545
89,2,0.818181818181818
90,2,0.806818181818182
91,2,0.738636363636364
92,2,0.818181818181818
93,2,0.795454545454545
94,2,0.818181818181818
95,2,0.863636363636364
96,2,0.772727272727273
97,2,0.806818181818182
98,2,0.704545454545455
99,2,0.795454545454545
100,2,0.806818181818182
101,2,0.886363636363636
102,2,0.806818181818182
103,2,0.897727272727273
104,2,0.784090909090909
105,2,0.875
106,2,0.840909090909091
107,2,0.693181818181818
108,2,0.806818181818182
109,2,0.818181818181818
110,2,0.852272727272727
111,2,0.875
112,2,0.840909090909091
113,2,0.795454545454545
114,2,0.75
115,2,0.818181818181818
116,2,0.818181818181818
117,2,0.818181818181818
118,2,0.829545454545455
119,2,0.852272727272727
120,2,0.818181818181818
121,2,0.875
122,2,0.818181818181818
123,2,0.931818181818182
124,2,0.840909090909091
125,2,0.943181818181818
126,2,0.784090909090909
127,2,0.818181818181818
128,2,0.806818181818182
129,2,0.647727272727273
130,2,0.659090909090909
131,2,0.818181818181818
132,2,0.806818181818182
133,2,0.818181818181818
134,2,0.829545454545455
135,2,0.852272727272727
136,2,0.818181818181818
137,2,0.818181818181818
138,2,0.761363636363636
139,2,0.943181818181818
140,2,0.818181818181818
141,2,0.806818181818182
142,2,0.840909090909091
143,2,0.818181818181818
144,2,0.681818181818182
145,2,0.829545454545455
146,2,0.840909090909091
147,2,0.829545454545455
148,3,0.897727272727273
149,3,0.863636363636364
150,3,0.931818181818182
151,3,0.818181818181818
152,3,0.806818181818182
153,3,0.829545454545455
154,3,0.772727272727273
155,3,0.693181818181818
156,3,0.647727272727273
157,3,0.670454545454545
158,3,0.806818181818182
159,3,0.829545454545455
160,3,0.806818181818182
161,3,0.829545454545455
162,3,0.988636363636364
163,3,0.75
164,3,0.795454545454545
165,3,0.795454545454545
166,3,0.920454545454545
167,3,0.931818181818182
168,3,0.806818181818182
169,3,0.806818181818182
170,3,0.863636363636364
171,3,0.818181818181818
172,3,0.806818181818182
173,3,0.852272727272727
174,3,0.772727272727273
175,3,0.852272727272727
176,3,0.818181818181818
177,3,0.909090909090909
178,3,0.818181818181818
179,3,0.761363636363636
180,3,0.806818181818182
181,3,0.920454545454545
182,3,0.863636363636364
183,3,0.818181818181818
184,3,0.886363636363636
185,3,0.852272727272727
186,3,0.829545454545455
187,3,0.818181818181818
188,3,0.75
189,3,0.715909090909091
190,3,0.852272727272727
191,3,0.806818181818182
192,3,0.886363636363636
193,3,0.931818181818182
194,3,0.795454545454545
195,3,0.818181818181818
196,3,0.954545454545455
197,3,0.886363636363636
198,3,0.852272727272727
199,3,0.909090909090909
200,3,0.806818181818182
201,3,0.909090909090909
202,3,0.818181818181818
203,3,0.772727272727273
204,3,0.852272727272727
205,3,0.920454545454545
206,3,0.897727272727273
207,3,0.795454545454545
208,3,0.920454545454545
209,3,0.829545454545455
210,3,0.931818181818182
211,3,0.727272727272727
212,3,0.863636363636364
213,3,0.806818181818182
214,3,0.806818181818182
215,3,0.897727272727273
216,3,0.795454545454545
217,3,0.795454545454545
218,3,0.670454545454545
219,3,0.840909090909091
220,3,0.829545454545455
221,3,0.863636363636364
222,3,0.852272727272727
223,3,0.977272727272727
224,3,0.829545454545455
225,3,0.784090909090909
226,3,0.852272727272727
227,3,0.954545454545455
228,3,0.818181818181818
229,3,0.988636363636364
230,3,0.875
231,4,0.977272727272727
232,4,0.977272727272727
233,4,0.909090909090909
234,4,0.818181818181818
235,4,0.818181818181818
236,4,0.795454545454545
237,4,0.795454545454545
238,4,0.818181818181818
239,4,0.795454545454545
240,4,0.931818181818182
241,4,0.795454545454545
242,4,0.795454545454545
243,4,0.818181818181818
244,4,1
245,4,0.818181818181818
246,4,0.727272727272727
247,4,0.931818181818182
248,4,0.977272727272727
249,4,1
250,4,0.818181818181818
251,4,0.818181818181818
252,4,0.954545454545455
253,4,0.818181818181818
254,4,0.909090909090909
255,4,0.795454545454545
256,4,0.795454545454545
257,4,0.818181818181818
258,4,0.795454545454545
259,4,1
260,4,0.818181818181818
261,4,0.977272727272727
262,4,0.863636363636364
263,4,0.818181818181818
264,4,0.840909090909091
265,4,0.954545454545455
266,4,0.818181818181818
267,4,0.863636363636364
268,4,0.909090909090909
269,4,0.931818181818182
270,4,0.727272727272727
271,4,0.818181818181818
272,4,0.75
273,4,0.886363636363636
274,4,0.818181818181818
275,4,0.954545454545455
276,4,0.909090909090909
277,4,0.863636363636364
278,4,0.818181818181818
279,4,0.795454545454545
280,4,0.886363636363636
281,4,0.818181818181818
282,4,0.886363636363636
283,4,0.909090909090909
284,4,0.795454545454545
285,4,0.818181818181818
286,4,0.840909090909091
287,4,0.522727272727273
288,4,1
289,4,0.931818181818182
290,4,0.75
291,4,0.954545454545455
292,4,0.840909090909091
293,4,0.977272727272727
294,4,0.931818181818182
295,4,0.818181818181818
296,4,0.818181818181818
297,4,0.863636363636364
298,4,0.886363636363636
299,4,0.840909090909091
300,4,0.818181818181818
301,4,0.818181818181818
302,4,0.795454545454545
303,4,0.818181818181818
304,4,0.931818181818182
305,4,0.818181818181818
306,4,0.840909090909091
307,4,0.977272727272727
308,4,0.886363636363636
309,4,0.818181818181818
310,4,0.772727272727273
311,4,0.795454545454545
312,4,0.954545454545455
313,4,0.886363636363636
314,4,0.772727272727273
315,4,0.863636363636364
316,4,0.931818181818182
317,4,0.954545454545455
318,4,0.840909090909091
319,5,0.829545454545455
320,5,0.886363636363636
321,5,0.829545454545455
322,5,0.886363636363636
323,5,0.988636363636364
324,5,0.818181818181818
325,5,0.829545454545455
326,5,0.784090909090909
327,5,0.829545454545455
328,5,0.784090909090909
329,5,0.886363636363636
330,5,0.943181818181818
331,5,0.852272727272727
332,5,0.897727272727273
333,5,0.829545454545455
334,5,0.852272727272727
335,5,0.818181818181818
336,5,0.556818181818182
337,5,0.772727272727273
338,5,0.852272727272727
339,5,0.909090909090909
340,5,0.772727272727273
341,5,0.784090909090909
342,5,0.886363636363636
343,5,0.886363636363636
344,5,0.818181818181818
345,5,0.886363636363636
346,5,0.704545454545455
347,5,0.840909090909091
348,5,0.829545454545455
349,5,0.818181818181818
350,5,0.988636363636364
351,5,0.863636363636364
352,5,0.795454545454545
353,5,0.829545454545455
354,5,0.852272727272727
355,5,0.818181818181818
356,5,0.784090909090909
357,5,0.840909090909091
358,5,0.852272727272727
359,5,0.897727272727273
360,5,0.761363636363636
361,5,0.806818181818182
362,5,0.806818181818182
363,5,0.852272727272727
364,5,0.75
365,5,0.829545454545455
366,5,0.852272727272727
367,5,0.818181818181818
368,5,0.863636363636364
369,5,0.840909090909091
370,5,0.840909090909091
371,5,0.818181818181818
372,5,0.818181818181818
373,5,0.886363636363636
374,5,0.920454545454545
375,5,0.897727272727273
376,5,0.954545454545455
377,5,0.784090909090909
378,5,0.863636363636364
379,5,0.738636363636364
380,5,0.659090909090909
381,5,0.875
382,5,0.818181818181818
383,5,0.875
384,5,0.829545454545455
385,5,0.818181818181818
386,5,1
387,5,0.818181818181818
388,5,0.931818181818182
389,5,0.988636363636364
390,6,0.954545454545455
391,6,0.852272727272727
392,6,0.857954545454545
393,6,0.903409090909091
394,6,0.801136363636364
395,6,0.920454545454545
396,6,0.892045454545455
397,6,0.863636363636364
398,6,0.835227272727273
399,6,0.920454545454545
400,6,0.715909090909091
401,6,0.869318181818182
402,6,0.880681818181818
403,6,0.909090909090909
404,6,0.823863636363636
405,6,0.971590909090909
406,6,0.875
407,6,0.988636363636364
408,6,0.897727272727273
409,6,0.795454545454545
410,6,0.943181818181818
411,6,0.8125
412,6,0.8125
413,6,0.897727272727273
414,6,0.795454545454545
415,6,0.835227272727273
416,6,0.863636363636364
417,6,0.835227272727273
418,6,0.880681818181818
419,6,0.909090909090909
420,6,0.926136363636364
421,6,0.806818181818182
422,6,0.892045454545455
423,6,0.897727272727273
424,6,0.875
425,6,0.892045454545455
426,6,0.8125
427,6,0.835227272727273
428,6,0.9375
429,6,0.835227272727273
430,6,0.806818181818182
431,6,0.818181818181818
432,6,0.971590909090909
433,6,0.8125
434,6,0.75
435,6,0.806818181818182
436,6,0.948863636363636
437,6,0.863636363636364
438,6,0.829545454545455
439,6,0.909090909090909
440,6,0.715909090909091
441,6,0.857954545454545
442,6,0.8125
443,6,0.801136363636364
444,6,0.818181818181818
445,6,0.892045454545455
446,6,0.767045454545455
447,6,0.806818181818182
448,6,0.818181818181818
449,6,0.806818181818182
450,6,0.8125
451,6,0.857954545454545
452,6,0.903409090909091
453,6,0.863636363636364
454,6,0.8125
455,6,0.744318181818182
456,8,0.5859375
457,8,0.5078125
458,8,0.5
459,8,0.8828125
460,8,0.7421875
461,8,0.6640625
462,8,0.5234375
463,8,0.6640625
464,8,0.7421875
465,8,0.6796875
466,8,0.6484375
467,8,0.8203125
468,8,0.8828125
469,8,0.65625
470,8,0.796875
471,8,0.75
472,8,0.5
473,8,0.5
474,8,0.6875
475,8,0.671875
476,8,0.828125
477,8,0.9609375
478,8,0.53125
479,8,0.78125
480,8,0.3828125
481,8,0.609375
482,8,0.75
483,8,0.4921875
484,8,0.734375
485,8,0.515625
486,8,0.53125
487,8,0.6328125
488,8,0.6640625
489,8,0.4765625
490,8,0.59375
491,8,0.546875
492,8,0.6328125
493,8,0.546875
494,8,0.9609375
495,8,0.9609375
496,8,0.5
497,8,0.53125
498,8,0.53125
499,8,0.75
500,8,0.4921875
501,8,0.828125
502,8,0.5703125
503,8,0.6640625
504,8,0.484375
505,8,0.5
506,8,0.6328125
507,8,0.5234375
508,8,0.5859375
509,8,0.796875
510,8,0.484375
511,8,0.8359375
512,8,0.78125
513,8,0.8203125
514,8,0.53125
515,8,0.5234375
516,8,0.7421875
517,8,0.7265625
518,8,0.921875
519,8,0.5859375
520,8,0.7734375
521,8,0.53125
522,8,0.6328125
523,8,0.4921875
524,8,0.4609375
525,8,0.515625
526,8,0.859375
527,7,0.796875
528,7,0.8359375
