subject,exp_num,score
529,7,0.921875
530,7,0.9765625
531,7,0.8125
532,7,0.78125
533,7,0.9609375
534,7,0.8203125
535,7,0.8671875
536,7,0.9453125
537,7,0.8359375
538,7,0.8515625
539,7,0.8828125
540,7,0.875
541,7,0.8203125
542,7,0.8125
543,7,0.84375
544,7,0.828125
545,7,0.84375
546,7,0.8125
547,7,0.828125
548,7,0.8046875
549,7,0.859375
550,7,0.8359375
551,7,0.8515625
552,7,0.8125
553,7,0.828125
554,7,0.953125
555,7,0.8671875
556,7,0.765625
557,7,0.828125
558,7,0.875
559,7,0.7890625
560,7,0.875
561,7,0.875
562,7,0.8359375
563,7,0.8828125
564,7,0.9296875
565,7,0.859375
566,7,0.9453125
567,7,0.859375
568,7,0.796875
569,7,0.859375
570,7,0.9375
571,7,0.8203125
572,7,0.8046875
573,7,0.84375
574,7,0.875
575,7,0.8125
576,7,0.859375
577,7,0.8203125
578,7,0.8515625
579,7,0.8515625
580,7,0.8125
581,7,0.9375
582,7,0.7890625
583,7,0.8828125
584,7,0.7578125
585,7,0.859375
586,7,0.8671875
587,7,0.796875
588,7,0.84375
589,7,0.703125
590,7,0.8984375
591,7,0.8515625
592,7,0.9765625
593,7,0.7578125
594,7,0.796875
595,7,0.8203125
596,7,0.8203125
597,7,0.8828125
598,7,0.84375
599,7,0.9140625
