subject,exp_num,slope,modality
1,5,-0.149238407152635,ED
2,5,-0.0999666939723277,ED
3,5,-0.260749942283101,ED
4,5,0.0499873153863004,ED
5,5,-0.0838447681890831,ED
6,5,-0.117732401882562,ED
7,5,0.236168766763417,ED
8,5,-0.0166964771309179,ED
9,5,0.0166516630778139,ED
10,5,0.0666669180662199,ED
11,5,0.0666673420074199,ED
12,5,0.414625102152427,ED
13,5,-0.0336455803115703,ED
14,5,0.0805721606185741,ED
15,5,-2.84841112664457e-09,ED
16,5,0.532260991101521,ED
17,5,0.0500765930954988,ED
18,5,0.0999500770070763,ED
19,5,0.0503481249465858,ED
20,5,0.517002691400652,ED
21,5,0.0833333340562873,ED
22,5,0.350000086344703,ED
23,5,-0.033333344446156,ED
24,5,0.283609448769179,ED
25,5,0.668301869710288,ED
26,5,0.943856807931925,ED
27,5,0.31685843966138,ED
28,5,-0.00360689015622522,ED
29,5,0.337389517444855,ED
30,5,1.33418253270606,ED
31,5,-4.65419801583847e-08,ED
32,5,0.18379683037794,ED
33,5,0.628195943203641,ED
34,5,0.550003365916045,ED
35,5,0.0666125615451941,ED
36,5,-0.116122776114293,ED
37,5,0.0666667234350178,ED
38,5,0.38334096258135,ED
39,5,0.383334274321543,ED
40,5,0.05000112229507,ED
41,5,-2.84841112664457e-09,ED
42,5,1.04564618620382,ED
43,5,0.977738635707573,ED
44,5,0.200000365617534,ED
45,5,0.286964566885305,ED
46,5,-3.29994793671944e-07,ED
47,5,0.099546359441194,ED
48,5,0.333336928281267,ED
49,5,0.149915565517901,ED
50,5,0.412610413686165,ED
51,5,0.422782239458268,ED
52,5,-0.233459582988937,ED
53,5,0.0499726385581803,ED
54,5,0.191841239789867,ED
55,5,0.0333333337793171,ED
56,5,-0.0500017401609848,ED
57,5,0.921313793265894,ED
58,5,0.316712252137079,ED
59,5,0.0333637493147556,ED
60,5,-2.84841112664457e-09,ED
61,5,0.955146255977879,ED
62,5,0.434618671783858,ED
63,5,0.926146291792864,ED
64,5,0.731000990573856,ED
65,5,1.34624484738387,ED
66,5,0.894722852291488,ED
67,5,0.218398967856438,ED
68,5,0.016657629391892,ED
69,5,0.818889739542734,ED
70,5,0.216666683472103,ED
71,5,0.29531100935987,ED
1,5,0.959882335492498,EE
2,5,-0.901956130193742,EE
3,5,0.33333318559349,EE
4,5,0.33246325682851,EE
5,5,0.333334174775913,EE
6,5,-0.0116555643386897,EE
7,5,0.594347340570693,EE
8,5,0.847094811761179,EE
9,5,-0.333332247726456,EE
10,5,-0.166668664842996,EE
11,5,0.750084008557975,EE
12,5,0.982381875097929,EE
13,5,0.747513254102896,EE
14,5,0.775729564064866,EE
15,5,0.268351496634395,EE
16,5,0.657739167382682,EE
17,5,0.871006198316307,EE
18,5,0.535782762360719,EE
19,5,0.563948381239646,EE
20,5,0.635607448456387,EE
21,5,0.2483527893819,EE
22,5,0.649908601479568,EE
23,5,0.28820767665239,EE
24,5,1.15935840516786,EE
25,5,0.670115996441314,EE
26,5,0.99926865144346,EE
27,5,0.55927308966718,EE
28,5,0.453732680587845,EE
29,5,0.91092711078102,EE
30,5,1.03180115761611,EE
31,5,-5.38985452086738e-07,EE
