value,split,exp_num
-0.0499808108774738,good,3
0.547467336069509,good,7
0.350000089065657,good,5
0.88238484156157,good,5
0.381051936550275,good,7
0.337389467279065,good,5
1.72906766066527e-06,good,4
0.818889676821016,good,5
0.00112018430326276,good,4
6.63597503323304e-09,good,7
-0.0833346661610937,good,6
0.474227061221475,good,7
0.0939067400900013,good,7
0.89264881966651,good,4
0.13930948960061,good,7
1.34624466202902,good,5
0.61920296472116,good,4
0.72129477228699,good,5
0.0500098129583478,good,1
-1.13417863393089e-06,good,5
0.0993528797953414,good,5
0.550002476607327,good,3
0.0666669197604888,good,6
-0.015385658879969,good,1
0.383345201069268,good,6
0.710461613064221,good,7
0.162300517444415,good,7
0.242187154703746,good,4
-5.47390981044481e-09,good,4
0.0333333303225482,good,5
-0.033645562948699,good,5
0.470712298316499,good,4
0.583936762436815,good,6
0.616669273987963,good,6
0.0833334235141284,good,3
0.149961496918531,good,5
-0.0985126925359982,good,3
7.0959837789439e-08,good,3
0.250141783498786,good,3
0.233351289484843,good,3
-0.0333333587623296,good,5
0.128300701476413,good,7
0.483407844115285,good,3
0.283340756339085,good,6
0.295310986876179,good,5
0.801335604474052,good,4
0.253790267213177,good,7
-5.47390981044481e-09,good,4
0.154623103985374,good,7
0.480171484892617,good,7
-0.166713018709421,good,1
0.0166674498238833,good,3
0.994097631248536,good,4
0.615673158031274,good,7
0.544087400601128,good,3
0.885242620705424,good,4
0.169062755076753,good,7
0.897896205485264,good,5
0.330127715928278,good,7
0.250005405729697,good,3
0.415666066015046,good,4
0.0666673422392106,good,5
1.61676538073978,good,1
0.88177328406848,good,4
0.346994591263439,good,6
0.231551508029112,good,7
-0.0692632956159872,good,3
-0.157514965744913,good,2
0.629713520528812,good,7
0.106232008212925,good,2
-5.47390981044481e-09,good,4
0.117654132675383,good,4
1.33418238644403,good,5
-0.024983917282666,good,7
0.495387576642164,good,7
6.63597503323304e-09,good,7
0.691550042295167,good,4
0.669720565034086,good,6
0.909911389265065,good,5
0.560568710687786,good,4
0.143829104112816,good,6
0.939500301807395,good,4
0.294101473163739,good,4
0.407028022181925,good,5
0.723706213972425,good,6
0.0617824049337873,good,7
0.390073305117362,good,6
0.363817652063106,good,3
0.0294254174125123,good,4
-5.47390981044481e-09,good,4
0.187483329151069,good,3
0.334268270922917,good,6
0.183796829754372,good,5
0.354997496402098,good,7
0.0329791885389245,good,7
-0.0500017339300922,good,5
0.367864665637497,good,3
0.584910314659683,good,3
0.0605141261096649,good,5
0.560144830658929,good,7
0.0167546190313473,good,1
0.0500000466354056,good,2
0.925872794796126,good,6
-0.117732362407357,good,5
0.483339987167952,good,6
0.83144225507815,good,6
-0.750387575984174,good,7
0.237450840758568,good,6
0.208539301292232,good,2
0.0166615319204789,good,2
0.902863060542611,good,4
-0.0502612617700026,good,3
-0.00743826132049034,good,2
4.62383084187114e-09,good,4
0.335212863893381,good,3
-0.0833332941490495,good,3
0.0170307677963112,good,7
0.816815770142538,good,3
0.772579295721795,good,3
1.72906766066527e-06,good,4
1.06695502826292,good,6
0.0626903443879014,good,7
0.519736187086443,good,7
1.02704312441133,good,7
0.150004270769665,good,6
0.267277875407743,good,7
0.261100130720458,good,7
0.30217125426432,good,3
0.366670511932138,good,6
-0.00743826132049034,good,3
-5.47390981044481e-09,good,4
0.0500011179634262,good,5
0.366668355324723,good,3
-0.0833333335720934,good,6
0.988051391842528,good,3
0.117985567102355,good,4
0.0978021950936469,good,5
-5.47390981044481e-09,good,4
0.695866314043005,good,4
-0.0577020788142775,good,3
0.191841232809546,good,5
0.866100339913713,good,3
-5.47390981044481e-09,good,4
-0.0833362291348082,good,2
-0.140912445803953,good,3
-0.0833140055678992,good,6
0.216666682739444,good,5
0.695207225715092,good,7
0.180051658844188,good,2
0.236168740146838,good,5
-0.117647110248929,good,4
1.04816228987037,good,4
0.121045434246124,good,4
0.0294135278559668,good,4
0.239900885458574,good,7
0.877153472547141,good,4
2.56271838389175e-05,good,3
0.216738544919614,good,3
-0.0701266836563123,good,7
0.970565472592221,good,7
0.483403773290377,good,3
0.422781725648102,good,5
0.328684061378857,good,7
-5.47390981044481e-09,good,4
0.396697279449035,good,7
1.10001330032587,good,6
0.0499852414346275,good,3
-0.206675513498318,good,1
-0.0166664829688483,good,1
-0.0667216204515726,good,6
0.20599905173822,good,1
0.183392709571485,good,3
0.484534145242318,good,3
0.350139795081593,good,3
0.117300299752895,good,4
-0.0499999953536839,good,1
-0.232782447648009,good,4
-0.0227829666758572,good,7
0.91667350275748,good,3
-0.0166502585461582,good,6
0.639639671241635,good,7
0.0666667278194435,good,5
0.500568825521478,good,4
0.566185437445114,good,4
1.13814467030381,good,4
0.352948826582483,good,4
-0.00743826132049034,good,2
0.000256679816020778,good,4
-0.11763618056104,good,4
0.411088972390823,good,5
0.0216878150095973,good,7
0.399911761512363,good,2
0.483226559280186,good,4
6.63597503323304e-09,good,7
0.424611299026779,good,7
0.704269543903084,good,7
-0.00743826132049034,good,3
-0.0366495880894256,good,7
0.402257946469377,good,7
0.598205865461234,good,4
-0.0162434476342291,good,2
0.149487773001495,good,2
-0.040128689608454,good,7
-0.00743826132049034,good,5
-0.0838447968708319,good,5
0.977738609688504,good,5
0.033340106248653,good,1
-5.47390981044481e-09,good,4
0.751236189255585,good,2
-0.178092647989081,good,3
-0.0834783229115542,good,2
-0.0342230194539715,good,1
-0.149944655911609,good,5
