"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.9","0.1","11408","1","1","2","0","0","0","0","9","1","I","D","0","0","-1","1","1","0.8","-0.8","0","1","236691","-1","-1","16:49:17"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.9","0.1","2832","1","-1","1","1","0","1","0","9","1","D","I","0","0","-1","1","1","0.8","-0.8","0","0","242333","-1","-1","16:49:23"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.9","0.1","1667","1","-1","1","1","0","2","0","9","1","I","D","1","0","-1","1","1","0.8","-0.8","0","1","246806","-1","-1","16:49:27"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.9","0.1","805","1","-1","1","1","0","3","0","9","1","D","I","0","0","-1","1","1","0.8","-0.8","0","0","250420","-1","-1","16:49:31"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.9","0.1","1216","1","-1","1","1","0","4","0","9","1","I","D","1","0","-1","1","1","0.8","-0.8","0","1","254449","-1","-1","16:49:36"
"RetrieveAndCompare","754140344","5da6c05d830b2c0016c068aa","-1","0.7","0.3","4254","1","1","2","0","0","0","2","7","3","K","F","0","0","-1","1","1","0.4","-0.4","0","1","239106","-1","-1","16:49:38"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.7","0.3","2902","1","-1","1","1","0","5","2","7","3","O","K","1","0","-1","1","1","0.4","-0.4","0","1","260163","-1","-1","16:49:40"
"RetrieveAndCompare","754140344","5da6c05d830b2c0016c068aa","-1","0.7","0.3","2996","-1","1","2","0","0","1","2","7","3","K","F","0","0","-1","1","1","0.4","-0.4","0","1","244907","-1","-1","16:49:44"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.7","0.3","1064","-1","1","1","1","0","6","2","7","3","O","K","1","0","-1","1","1","0.4","-0.4","0","1","264030","-1","-1","16:49:44"
"RetrieveAndCompare","754140344","5da6c05d830b2c0016c068aa","-1","0.7","0.3","559","1","-1","1","1","0","2","2","7","3","K","F","1","0","-1","1","1","0.4","-0.4","0","1","248270","-1","-1","16:49:47"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.7","0.3","2559","1","-1","1","1","0","7","2","7","3","K","O","0","0","-1","1","1","0.4","-0.4","0","0","269401","-1","-1","16:49:50"
"RetrieveAndCompare","754140344","5da6c05d830b2c0016c068aa","-1","0.7","0.3","608","-1","1","2","0","0","3","2","7","3","F","K","1","0","-1","1","1","0.4","-0.4","0","0","251681","-1","-1","16:49:51"
"RetrieveAndCompare","754140344","5da6c05d830b2c0016c068aa","-1","0.7","0.3","404","-1","1","1","1","0","4","2","7","3","F","K","0","0","-1","1","1","0.4","-0.4","0","0","254889","-1","-1","16:49:54"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.7","0.3","1526","-1","1","2","0","0","8","2","7","3","K","O","1","0","-1","1","1","0.4","-0.4","0","0","273730","-1","-1","16:49:54"
"RetrieveAndCompare","754140344","5da6c05d830b2c0016c068aa","-1","0.6","0.4","303","1","-1","1","1","0","5","3","6","4","Q","E","1","0","-1","1","1","0.2","-0.2","0","1","257995","-1","-1","16:49:57"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.7","0.3","968","-1","-1","1","1","0","9","2","7","3","K","O","0","0","-1","1","1","0.4","-0.4","0","0","277515","-1","-1","16:49:58"
"RetrieveAndCompare","754140344","5da6c05d830b2c0016c068aa","-1","0.6","0.4","401","1","-1","1","1","0","6","3","6","4","Q","E","1","0","-1","1","1","0.2","-0.2","0","1","261199","-1","-1","16:50:00"
"RetrieveAndCompare","864793406","5dbc3180ff9c981e0afd93c2","-1","0.8","0.2","1581","-1","1","2","0","0","10","1","8","2","J","G","1","0","-1","1","1","0.6","-0.6","0","0","281901","-1","-1","16:50:02"
