"RetrieveAndCompare","8202224831","BEST","2","0","0","406","-1","-1","0","1","1","5","-1","10","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","1","0","156413","0","0.02","17:34:56"
"RetrieveAndCompare","8202224831","BEST","2","0.3","0","1107","1","-1","30","1","1","4","-1","5","-1","-1","-1","-1","0","-1","-1","-1","-0.4","-1","0","0","154603","0","0.92","17:34:55"
"RetrieveAndCompare","8202224831","BEST","2","0.8","0","214","1","-1","80","1","1","3","-1","2","-1","-1","-1","-1","0","-1","-1","-1","0.6","-1","0","0","153686","0","0.84","17:34:53"
"RetrieveAndCompare","8202224831","BEST","2","0.4","0","185","-1","-1","40","1","1","1","-1","7","-1","-1","-1","-1","0","-1","-1","-1","-0.2","-1","0","0","151994","0","0.24","17:34:51"
"RetrieveAndCompare","8202224831","BEST","2","0.1","0","3372","-1","-1","10","1","1","0","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-0.8","-1","1","0","147916","0","0.17","17:34:50"
"RetrieveAndCompare","8202224831","BEST","2","0.3","0","287","-1","-1","30","1","1","11","-1","5","-1","-1","-1","-1","99","0","-1","-1","-0.4","-1","0","0","921012","0","0.26","17:47:40"
"RetrieveAndCompare","8202224831","BEST","2","0.2","0","101","1","-1","20","1","1","2","-1","3","-1","-1","-1","-1","0","-1","-1","-1","-0.6","-1","0","0","152883","0","0.3","17:34:52"
"RetrieveAndCompare","8202224831","BEST","2","0.8","0","1396","1","-1","80","1","1","0","-1","2","-1","-1","-1","-1","96","0","-1","-1","0.6","-1","0","0","904766","0","0.49","17:47:25"
"RetrieveAndCompare","8202224831","BEST","2","0.7","0","922","1","-1","70","1","1","1","-1","4","-1","-1","-1","-1","97","0","-1","-1","0.4","-1","1","0","906899","0","0.58","17:47:27"
"RetrieveAndCompare","8202224831","BEST","2","1","0","2318","1","-1","100","1","1","2","-1","9","-1","-1","-1","-1","98","0","-1","-1","1","-1","1","0","908558","0","0.38","17:47:30"
"RetrieveAndCompare","8202224831","BEST","2","0.2","0","122","1","-1","20","1","1","3","-1","3","-1","-1","-1","-1","99","0","-1","-1","-0.6","-1","0","0","911611","0","0.74","17:47:31"
"RetrieveAndCompare","8202224831","BEST","2","0.9","0","855","1","-1","90","1","1","7","-1","0","-1","-1","-1","-1","101","0","-1","-1","0.8","-1","0","0","915295","0","0.23","17:47:35"
"RetrieveAndCompare","8202224831","BEST","2","0.5","0","268","1","-1","50","1","1","5","-1","8","-1","-1","-1","-1","99","0","-1","-1","0","-1","1","0","913360","0","0.39","17:47:33"
"RetrieveAndCompare","8202224831","BEST","2","0.7","0","279","-1","-1","70","1","1","8","-1","4","-1","-1","-1","-1","100","0","-1","-1","0.4","-1","0","0","916884","0","0.22","17:47:36"
"RetrieveAndCompare","8202224831","BEST","2","0.4","0","180","1","-1","40","1","1","9","-1","7","-1","-1","-1","-1","101","0","-1","-1","-0.2","-1","1","0","917897","0","0.07","17:47:37"
"RetrieveAndCompare","8202224831","BEST","2","0.6","0","1466","-1","-1","60","1","1","10","-1","6","-1","-1","-1","-1","100","0","-1","-1","0.2","-1","0","0","918814","0","0.14","17:47:39"
"RetrieveAndCompare","8202224831","BEST","2","0.4","0","158","-1","-1","40","1","1","4","-1","7","-1","-1","-1","-1","98","0","-1","-1","-0.2","-1","0","0","912469","0","0.15","17:47:32"
"RetrieveAndCompare","8202224831","BEST","2","0.1","0","199","1","-1","10","1","1","6","-1","1","-1","-1","-1","-1","100","0","-1","-1","-0.8","-1","0","0","914361","0","0.39","17:47:33"
"RetrieveAndCompare","8202224831","BEST","0","0.7","0","752","1","-1","1","1","1","38","-1","4","10","-1","-1","1","73","0","-1","-1","0.4","-1","0","1","718232","-1","0","17:44:18"
"RetrieveAndCompare","8202224831","BEST","0","0.1","0.4","545","-1","-1","2","1","1","37","-1","1","7","-1","-1","1","72","0","-1","-1","-0.8","-0.2","0","1","715166","-1","0","17:44:15"
"RetrieveAndCompare","8202224831","BEST","0","0.8","0.8","561","-1","1","2","1","1","36","-1","2","2","-1","-1","1","73","0","-1","-1","0.6","0.6","0","1","712065","-1","0","17:44:12"
"RetrieveAndCompare","8202224831","BEST","0","0.4","0.1","535","-1","-1","1","1","1","35","-1","7","1","-1","-1","-1","74","0","-1","-1","-0.2","-0.8","0","0","708994","-1","0","17:44:08"
"RetrieveAndCompare","8202224831","BEST","0","0.2","0.4","1353","1","-1","2","1","1","34","-1","3","7","-1","-1","-1","75","0","-1","-1","-0.6","-0.2","0","0","705105","-1","0","17:44:05"
"RetrieveAndCompare","8202224831","BEST","0","0.6","0.4","545","1","1","1","1","1","33","-1","6","7","-1","-1","-1","74","0","-1","-1","0.2","-0.2","0","0","702031","-1","0","17:44:02"
"RetrieveAndCompare","8202224831","BEST","0","0.9","0.7","542","1","1","1","1","1","32","-1","0","4","-1","-1","-1","73","0","-1","-1","0.8","0.4","0","0","698967","-1","0","17:43:58"
"RetrieveAndCompare","8202224831","BEST","0","0.4","0.2","537","-1","-1","1","1","1","31","-1","7","3","-1","-1","1","72","0","-1","-1","-0.2","-0.6","0","1","695913","-1","0","17:43:55"
"RetrieveAndCompare","8202224831","BEST","0","0.3","0.5","566","1","-1","2","1","1","30","-1","5","8","-1","-1","1","73","0","-1","-1","-0.4","0","0","1","692830","-1","0","17:43:52"
"RetrieveAndCompare","8202224831","BEST","0","0.9","0.9","579","1","1","2","1","1","29","-1","0","0","-1","-1","1","72","0","-1","-1","0.8","0.8","0","1","689725","-1","0","17:43:49"
"RetrieveAndCompare","8202224831","BEST","0","0.3","0.7","615","1","1","2","1","1","28","-1","5","4","-1","-1","-1","71","0","-1","-1","-0.4","0.4","0","0","686585","-1","0","17:43:46"
"RetrieveAndCompare","8202224831","BEST","0","0.6","0","550","-1","-1","1","1","1","52","-1","6","10","-1","-1","1","81","0","-1","-1","0.2","-1","0","1","761504","-1","0","17:45:01"
"RetrieveAndCompare","8202224831","BEST","0","0.4","0.5","551","1","1","2","1","1","39","-1","7","8","-1","-1","1","74","0","-1","-1","-0.2","0","0","1","721514","-1","0","17:44:21"
"RetrieveAndCompare","8202224831","BEST","0","0.6","0.1","533","1","-1","1","1","1","47","-1","6","1","-1","-1","-1","80","0","-1","-1","0.2","-0.8","0","0","746138","-1","0","17:44:46"
